Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,,"253-273 Normanby Road,",SOUTH MELBOURNE VIC 3205,1.0,1.0,,,warrnambool-vic,-37.8335,144.9571
,,550.0,"1B1B/803 Dandenong Road,",MALVERN EAST VIC 3145,1.0,1.0,1.0,,warrnambool-vic,-37.874,145.0425
,,700.0,"2B2B/803 Dandenong Road,",MALVERN EAST VIC 3145,2.0,2.0,1.0,,warrnambool-vic,-37.874,145.0425
Michelle Graham,The Edge Coffs Harbour,720.0,"211/82 Mildura Street,",COFFS HARBOUR NSW 2450,2.0,2.0,1.0,,mildura-vic,-30.3020981,153.1350218
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,550.0,"4K/45 King George Street,",VICTORIA PARK WA 6100,2.0,1.0,1.0,,mildura-vic,-31.9791219,115.8891997
Certainty  Property Vic,Certainty Property,270.0,"11 McCulloch Drive,",MELTON SOUTH VIC 3338,1.0,1.0,,,mildura-vic,-37.7077,144.5749
Kim Te,Motion Property,610.0,"801/5 Joseph Road,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,mildura-vic,-37.7995452,144.909498
Danielle Ryan,The Core Advisory Team VIC,750.0,"13/299 Dandenong Road,",PRAHRAN VIC 3181,2.0,1.0,1.0,,mildura-vic,-37.853,144.9929
Certainty  Property Vic,Certainty Property,200.0,"2 Caspian Court,",NEWBOROUGH VIC 3825,1.0,1.0,,,mildura-vic,-38.1671585,146.2940256
Certainty  Property Vic,Certainty Property,450.0,"114 Anniversary Avenue,",WYNDHAM VALE VIC 3024,4.0,2.0,2.0,,mildura-vic,-37.8515984,144.5943387
Certainty  Property Vic,Certainty Property,275.0,"16 Astral Walk,",WOLLERT VIC 3750,1.0,1.0,,,mildura-vic,-37.5833,145.0333
Certainty  Property Vic,Certainty Property,240.0,"6 Songlark Street,",MELTON SOUTH VIC 3338,1.0,1.0,,,mildura-vic,-37.718538,144.5789886
Kim Te,Motion Property,590.0,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,mildura-vic,-37.7995452,144.909498
Evelyne Surja,Kay & Burton Stonnington,1695.0,"2 Rathmines Street,",TOORAK VIC 3142,3.0,2.0,2.0,,mildura-vic,-37.8387209,145.0058412
Certainty  Property Vic,Certainty Property,250.0,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1.0,1.0,1.0,,mildura-vic,-38.3078,146.4137
Casey Blaine,,420.0,"5/8 Dale St,",KENNINGTON VIC 3550,1.0,1.0,1.0,,mildura-vic,-36.7612758,144.3023453
,,580.0,"21 Manchado Street,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8826,144.7003
,,240.0,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1.0,1.0,,,mildura-vic,-37.719208,144.5789327
,,250.0,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1.0,1.0,,,mildura-vic,-37.7140748,144.5662005
,,730.0,"224/109 Manningham St,",PARKVILLE VIC 3052,1.0,1.0,1.0,,mildura-vic,-37.7877105,144.9423529
,,665.0,"225/109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,mildura-vic,-37.7877105,144.9423529
,,750.0,"403/109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,mildura-vic,-37.7877105,144.9423529
,,950.0,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2.0,2.0,1.0,,mildura-vic,-37.7603,144.9502
,,670.0,"121 109 Manningham St,",PARKVILLE VIC 3052,1.0,1.0,1.0,,mildura-vic,-37.7877105,144.9423529
$595 - $596 per week,,595.0,"33 Currong Street,",REID ACT 2612,2.0,1.0,1.0,,mildura-vic,-35.2839691,149.1432609
,,,"344 San Mateo Avenue,",MILDURA VIC 3500,1.0,1.0,1.0,,mildura-vic,-34.19231,142.1639373
,,465.0,"17 Hollywood Boulevard,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.2152447,142.1301976
,,510.0,"207/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,450.0,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.8004,144.9684
,,725.0,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2.0,2.0,1.0,,mildura-vic,-37.9973332,145.0807967
,,700.0,"505/300 Swanston Street,",MELBOURNE VIC 3000,2.0,1.0,1.0,,mildura-vic,-37.8065731,144.9628193
,,670.0,"30 Healey Drive,",EPPING VIC 3076,5.0,2.0,8.0,500m²,mildura-vic,-37.6360961,145.0382555
,,950.0,"7/398 Elgar Road,",BOX HILL VIC 3128,4.0,4.0,1.0,,mildura-vic,-37.8177032,145.1149333
,,600.0,"204/150 Great Eastern Highway,",ASCOT WA 6104,1.0,1.0,1.0,,mildura-vic,-31.9326052,115.9407868
,,650.0,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3.0,1.0,1.0,,mildura-vic,1.06911,109.66393
,,700.0,"3 Timor Cl,",BURWOOD VIC 3125,3.0,2.0,2.0,,mildura-vic,-37.843169,145.1065259
,,780.0,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3.0,2.0,2.0,,mildura-vic,-37.824108,145.035345
,,355.0,"239/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,mildura-vic,-37.8498,145.119
,,850.0,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2.0,2.0,1.0,,mildura-vic,-37.8221868,144.9362813
,,400.0,"3/15 Tallis Street,",NORLANE VIC 3214,2.0,2.0,1.0,,mildura-vic,-38.0924322,144.3646223
,,500.0,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,mildura-vic,-37.7689479,144.8868552
,,550.0,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3.0,1.0,1.0,,mildura-vic,-37.8332736,144.8510236
,,560.0,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,mildura-vic,-37.8101,144.95
,,430.0,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.814,144.9633
,,345.0,"117/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,mildura-vic,-37.8498,145.119
,,590.0,"32 Golconda Avenue,",FRANKSTON VIC 3199,3.0,1.0,2.0,,mildura-vic,-38.1411139,145.1493354
,,380.0,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1.0,1.0,1.0,100m²,mildura-vic,-37.7658239,145.0670583
,,700.0,"35/174 Peel Street,",WINDSOR VIC 3181,2.0,2.0,1.0,,mildura-vic,-37.853,144.9929
,,590.0,"8 Tynong Street,",CROYDON VIC 3136,3.0,1.0,1.0,877m²,mildura-vic,-37.7875726,145.2787375
,,500.0,"4 Waugh Street,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7329611,144.6498316
,,995.0,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4.0,2.0,2.0,,mildura-vic,-31.9838389,115.9009195
,,580.0,"31 Montana Drive,",MILDURA VIC 3500,4.0,2.0,2.0,,mildura-vic,-34.1996945,142.1227074
,,480.0,"8 Chorley Street,",STRATHTULLOH VIC 3338,4.0,2.0,1.0,,mildura-vic,-37.7236822,144.596732
,,580.0,"9 Santolina Drive,",MILDURA VIC 3500,4.0,2.0,2.0,,mildura-vic,-34.2052283,142.1505518
,,510.0,"7 Waler Street,",AINTREE VIC 3336,3.0,2.0,2.0,,mildura-vic,-37.72042,144.6689989
,,750.0,"178 Nicholson St,",BRUNSWICK EAST VIC 3057,2.0,1.0,1.0,247m²,mildura-vic,-37.7654728,144.9805539
,,680.0,"10/8 Riversdale Road,",BURSWOOD WA 6100,1.0,1.0,1.0,,mildura-vic,-31.9563359,115.9000791
,,450.0,"601/150 Dudley St,",WEST MELBOURNE VIC 3003,,1.0,1.0,,mildura-vic,-37.8101,144.95
,,450.0,"58 Broadway,",ELWOOD VIC 3184,1.0,1.0,,,mildura-vic,-37.8768281,144.9835959
,,650.0,"512/668 Swanston Street,",CARLTON VIC 3053,1.0,1.0,1.0,,mildura-vic,-37.8004,144.9684
,,650.0,"4 Crawley Court,",VIEWBANK VIC 3084,3.0,2.0,2.0,,mildura-vic,-37.7362938,145.0917212
,,490.0,"37 Sunset Boulevard,",JACANA VIC 3047,3.0,1.0,,639m²,mildura-vic,-37.6911121,144.9154098
,,750.0,"77 Hemingway Drive,",ROCKBANK VIC 3335,5.0,5.0,2.0,,mildura-vic,-37.7357449,144.6650069
,,640.0,"2 Wigan Close,",WOLLERT VIC 3750,4.0,2.0,4.0,,mildura-vic,-37.6169595,145.0240561
,,590.0,"107/19 Irving Ave,",BOX HILL VIC 3128,2.0,1.0,1.0,,mildura-vic,-37.8158711,145.1222744
,,,"1301/557 Little Lonsdale St,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.8109981,144.9628452
,,580.0,"5/59 Tooronga Rd,",MALVERN EAST VIC 3145,2.0,1.0,1.0,"1,091m²",mildura-vic,-37.8734046,145.0383518
,,510.0,"2 Panorama Drive,",MILDURA VIC 3500,3.0,1.0,2.0,810m²,mildura-vic,-34.1998043,142.1278979
,,520.0,"106/501-503 Plenty Road,",PRESTON VIC 3072,2.0,2.0,1.0,,mildura-vic,-37.75,145.0167
,,580.0,"15/163 Hubert Street,",EAST VICTORIA PARK WA 6101,2.0,1.0,1.0,,mildura-vic,-31.9907764,115.9106969
,,340.0,"1/390 Deakin Avenue,",MILDURA VIC 3500,2.0,1.0,1.0,,mildura-vic,-34.1920672,142.15444
,,575.0,"12 Manfred Drive,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.2118617,142.1182176
,,550.0,"4 Henderson Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8433637,144.6426152
,,580.0,".20 Kosa Avenue,",SUNSHINE WEST VIC 3020,3.0,2.0,2.0,,mildura-vic,-37.7950931,144.7920516
,,800.0,"70 Cobram Drive,",EYNESBURY VIC 3338,5.0,3.0,2.0,,mildura-vic,-37.7855923,144.5538346
,,465.0,"1/381 Middleborough Road,",BOX HILL VIC 3128,2.0,1.0,,,mildura-vic,-37.8199145,145.1382926
,,460.0,"1610/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,1075.0,"42 Fairview Rd,",MOUNT WAVERLEY VIC 3149,5.0,2.0,2.0,,mildura-vic,-37.8667417,145.1164592
,,580.0,"20 Bent Street,",BUNDOORA VIC 3083,4.0,1.0,1.0,,mildura-vic,-37.6979816,145.0597269
,,975.0,"506/1 Dank Street West,",PORT MELBOURNE VIC 3207,3.0,1.0,2.0,,mildura-vic,-37.8329,144.922
,,650.0,"79 Ardmillan Rd,",MOONEE PONDS VIC 3039,3.0,1.0,2.0,,mildura-vic,-37.7629189,144.9092671
,,,"1302/557 Little Lonsdale St,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.8109981,144.9628452
,,,"133 Nelson Rd,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,mildura-vic,-37.8125881,145.1202218
,,650.0,"11 Bangalay Place,",POINT COOK VIC 3030,4.0,2.0,2.0,572m²,mildura-vic,-37.9030495,144.747281
,,530.0,"701/6 Leicester Street,",CARLTON VIC 3053,2.0,1.0,,,mildura-vic,-37.802198,144.9607524
,,500.0,"9 Kerala Street,",ROCKBANK VIC 3335,4.0,2.0,1.0,,mildura-vic,-37.7427695,144.6662207
,,480.0,"817 18-28 Albert Street,",FOOTSCRAY VIC 3011,2.0,1.0,1.0,,mildura-vic,-37.7995,144.8963
,,3500.0,"28 Janelle Way,",OCEAN GROVE VIC 3226,3.0,2.0,4.0,600m²,mildura-vic,-38.2485008,144.5553815
,,510.0,"46 Bluebottle Parade,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7444148,144.6467109
,,335.0,"235/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,mildura-vic,-37.8498,145.119
,,570.0,"2508/31 A'Beckett St,",MELBOURNE VIC 3000,1.0,1.0,1.0,,mildura-vic,-37.814,144.9633
,,720.0,"211/82 Mildura Street,",COFFS HARBOUR NSW 2450,2.0,2.0,1.0,,mildura-vic,-30.3020981,153.1350218
,,550.0,"15 Westbury Ave,",ROCKBANK VIC 3335,5.0,2.0,2.0,512m²,mildura-vic,-37.7420647,144.6662495
,,,"702/845-851 Whitehorse Rd,",BOX HILL VIC 3128,3.0,2.0,1.0,,mildura-vic,-37.8256,145.1232
,,750.0,"35/1 Flagstaff Lane,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,mildura-vic,-37.8095186,144.9519321
,,560.0,"1006/545 Station St,",BOX HILL VIC 3128,1.0,1.0,1.0,,mildura-vic,-37.8256,145.1232
,,480.0,"16 Zoe Street,",ROCKBANK VIC 3335,3.0,2.0,2.0,,mildura-vic,-37.7349313,144.6608428
,,590.0,"409/2 Hallenstein Street,",FOOTSCRAY VIC 3011,2.0,2.0,1.0,,mildura-vic,-37.7998253,144.9080515
,,510.0,"1 Blande Court,",LARA VIC 3212,3.0,2.0,2.0,,mildura-vic,-38.0266872,144.4149844
,,,"44/145 Canterbury Road,",TOORAK VIC 3142,1.0,1.0,,,mildura-vic,-37.8432666,145.0103739
,,800.0,"1806/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,mildura-vic,-37.8101,144.95
,,450.0,"20 GRAPPENHALL AVENUE,",STRATHTULLOH VIC 3338,4.0,2.0,2.0,,mildura-vic,-37.7296522,144.5947442
,,650.0,"606/12-14 Nelson Rd,",BOX HILL VIC 3128,2.0,2.0,1.0,,mildura-vic,-37.8256,145.1232
,,335.0,"130/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,mildura-vic,-37.8498,145.119
,,595.0,"32 Victoria,",PRESTON VIC 3072,2.0,1.0,2.0,165m²,mildura-vic,-37.75,145.0167
,,550.0,"1 Lexton Rd,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,mildura-vic,-37.8121569,145.1364385
,,450.0,"313 San Mateo Avenue,",MILDURA VIC 3500,2.0,1.0,1.0,,mildura-vic,-34.19231,142.1639373
,,395.0,"17/92 Grey St,",ST KILDA VIC 3182,,1.0,,30m²,mildura-vic,-37.864,144.9814916
,,600.0,"25 Callanish Street,",TRUGANINA VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.814374,144.7136435
,,530.0,"8 Wattle St,",BOX HILL NORTH VIC 3129,3.0,1.0,2.0,,mildura-vic,-37.8107889,145.119309
,,1950.0,"112 Harold St,",MIDDLE PARK VIC 3206,4.0,3.0,2.0,,mildura-vic,-37.8517675,144.9582035
,,1150.0,"280A Tucker Rd,",ORMOND VIC 3204,4.0,3.0,2.0,,mildura-vic,-37.9066213,145.053271
,,550.0,"2 Seagull Close,",MILDURA VIC 3500,3.0,2.0,2.0,,mildura-vic,-34.1877365,142.1723509
,,525.0,"206 Gatehouse Place,",MARIBYRNONG VIC 3032,2.0,1.0,1.0,,mildura-vic,-37.773624,144.8809804
,,630.0,"2712/500 Elizabeth Street,",MELBOURNE VIC 3000,2.0,1.0,,,mildura-vic,-37.7998626,144.9573647
,,620.0,"15 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8612781,144.6469924
,,580.0,"7 Lauradan Way,",WOLLERT VIC 3750,4.0,2.0,2.0,,mildura-vic,-37.6023219,145.0074468
,,510.0,"41 Holman Crescent,",BACCHUS MARSH VIC 3340,4.0,2.0,2.0,,mildura-vic,-37.7199,144.3727
,,525.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,mildura-vic,-37.8302,144.8709
,,550.0,"11 Carina Court,",POINT COOK VIC 3030,4.0,2.0,,,mildura-vic,-37.8923118,144.7242842
,,470.0,"5 Renniks Street,",MILDURA VIC 3500,4.0,2.0,2.0,751m²,mildura-vic,-34.1764559,142.1505895
,,345.0,"3/78 Ilex Street,",RED CLIFFS VIC 3496,2.0,1.0,1.0,,mildura-vic,-34.308983,142.187893
,,590.0,"12/939 Karadoc Avenue,",IRYMPLE VIC 3498,3.0,2.0,2.0,,mildura-vic,-34.2400358,142.1554451
,,210.0,"1/133 Raleigh Road,",MARIBYRNONG VIC 3032,1.0,1.0,,,mildura-vic,-37.7690186,144.8863597
,,445.0,"7/1 Fiona Court,",ST KILDA VIC 3182,1.0,1.0,1.0,,mildura-vic,-37.8637194,144.9878945
,,800.0,"1/5 Jaguar Dr,",CLAYTON VIC 3168,4.0,3.0,2.0,,mildura-vic,-37.9266051,145.1318539
,,650.0,"1 Tuckett Street,",ALPHINGTON VIC 3078,3.0,1.0,2.0,,mildura-vic,-37.7810256,145.0229956
,,670.0,"205/8 Sutherland Street,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.8110719,144.960791
,,450.0,"39 Shillings Road,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,mildura-vic,-37.8887919,144.6021464
,,500.0,"971a Albany Highway,",EAST VICTORIA PARK WA 6101,1.0,1.0,2.0,,mildura-vic,-31.9813744,115.9010123
,,1395.0,"21A Peel St,",KEW VIC 3101,4.0,3.0,2.0,380m²,mildura-vic,-37.8057382,145.0328061
,,420.0,"24 Hensbergh Place,",SUNSHINE WEST VIC 3020,1.0,1.0,1.0,,mildura-vic,-37.7953315,144.8005162
,,620.0,"11 Blunsdon Road,",WOLLERT VIC 3750,4.0,2.0,2.0,,mildura-vic,-37.5960673,144.9926776
,,460.0,"21 Nivea Street,",MAMBOURIN VIC 3024,3.0,2.0,2.0,,mildura-vic,-37.8895189,144.5990849
,,600.0,"2 Ranni Place,",BONNIE BROOK VIC 3335,4.0,2.0,3.0,428m²,mildura-vic,46.4194,14.6936
,,700.0,"9 Glenview Rd,",DONCASTER EAST VIC 3109,3.0,2.0,2.0,,mildura-vic,-37.7982746,145.1630683
,,530.0,"54 SOLITUDE CRESCENT,",POINT COOK VIC 3030,4.0,2.0,2.0,,mildura-vic,-37.9045877,144.7181412
,,740.0,"1307/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,mildura-vic,-37.8101,144.95
,,780.0,"2011/371 Little Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.8138183,144.9531186
,,800.0,"902/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,mildura-vic,-37.8101,144.95
,,650.0,"1102/555 Swanston Street,",CARLTON VIC 3053,2.0,2.0,,,mildura-vic,-37.8004,144.9684
,,750.0,"309/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,mildura-vic,-37.8101,144.95
,,600.0,"14B Kinlock Avenue,",FERNDALE WA 6148,3.0,1.0,3.0,,mildura-vic,-32.0314973,115.9311438
,,520.0,"22 Driftwood Street,",AINTREE VIC 3336,4.0,2.0,2.0,,mildura-vic,-37.7152381,144.670721
,,1550.0,"201/1 Wallace Avenue,",TOORAK VIC 3142,2.0,2.0,2.0,,mildura-vic,-37.8407409,145.0072068
,,550.0,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2.0,2.0,1.0,,mildura-vic,-37.8302,144.8709
,,550.0,"10/949 Albany Highway,",EAST VICTORIA PARK WA 6101,2.0,1.0,1.0,,mildura-vic,1.5,109.25
,,585.0,"10/135 Fitzroy Street,",ST KILDA VIC 3182,2.0,1.0,1.0,,mildura-vic,-37.8613356,144.974858
,,650.0,"1707/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,mildura-vic,-37.8101,144.95
,,640.0,"20 Teak Street,",CAULFIELD VIC 3162,3.0,1.0,,318m²,mildura-vic,-37.8924424,145.0277385
,,900.0,"1903/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,mildura-vic,-37.8101,144.95
,,995.0,"34 Bird Avenue,",NORTHCOTE VIC 3070,4.0,2.0,2.0,,mildura-vic,-37.7619763,144.9920856
,,660.0,"1104/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,1.0,,,mildura-vic,-37.8101,144.95
,,780.0,"2609/545 Station Street,",BOX HILL VIC 3128,2.0,2.0,1.0,,mildura-vic,-37.8256,145.1232
,,600.0,"12 Clay Crescent,",ROCKBANK VIC 3335,5.0,3.0,2.0,,mildura-vic,-37.7440829,144.6593622
,,790.0,"1002/408 Spencer Street,",WEST MELBOURNE VIC 3003,2.0,2.0,,,mildura-vic,-37.8101,144.95
,,600.0,"30 Mainview Boulevard,",TRUGANINA VIC 3029,4.0,2.0,2.0,,mildura-vic,-37.8394196,144.7340978
,,570.0,"2/510 Station Street,",BOX HILL VIC 3128,3.0,1.0,2.0,,mildura-vic,-37.8283527,145.1218953
,,290.0,"41 Gillard St,",BURWOOD VIC 3125,1.0,1.0,,,mildura-vic,-37.8554052,145.1140174
,,1000.0,"6203/138 Spencer Street,",MELBOURNE VIC 3004,2.0,2.0,,,mildura-vic,-37.814,144.9633
,,720.0,"2206/639 Lonsdale Street,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.814,144.9633
,,440.0,"230 Gordon St,",FOOTSCRAY VIC 3011,3.0,1.0,2.0,,mildura-vic,-37.8009835,144.8877397
,,675.0,"23 Liege Avenue,",NOBLE PARK VIC 3174,3.0,2.0,1.0,,mildura-vic,-37.9672835,145.1919102
,,650.0,"1510/828 Whitehorse Rd,",BOX HILL VIC 3128,2.0,2.0,1.0,,mildura-vic,-37.8256,145.1232
,,550.0,"6 Garner Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7344721,144.6512774
,,510.0,"19 HARWICH STREET,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7219059,144.640391
,,800.0,"10 Canara St,",DONCASTER EAST VIC 3109,4.0,2.0,4.0,,mildura-vic,-37.7926995,145.155491
,,550.0,"11 Jobs Road,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7357735,144.6632722
,,700.0,"503/10 Wominjeka Walk,",WEST MELBOURNE VIC 3003,2.0,2.0,1.0,,mildura-vic,-37.8097885,144.9486298
,,510.0,"9 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,1.0,,mildura-vic,-37.7436862,144.6640428
,,720.0,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.814,144.9633
,,615.0,"1 Coopworth Way,",ROCKBANK VIC 3335,4.0,3.0,2.0,,mildura-vic,-37.7418798,144.6553772
,,680.0,"76 McKinley Drive,",TRUGANINA VIC 3029,4.0,4.0,2.0,,mildura-vic,-37.7650548,144.6962139
,,520.0,"28 Tamworth Drive,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7335,144.67
,,480.0,"42 Sedate Drive,",ROCKBANK VIC 3335,3.0,2.0,2.0,,mildura-vic,-37.7392179,144.6540942
,,500.0,"23 Delhi Grove,",ROCKBANK VIC 3335,4.0,2.0,2.0,,mildura-vic,-37.7436862,144.6640428
,,500.0,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.814,144.9633
,,640.0,"1/84 Broadway,",ELWOOD VIC 3184,2.0,1.0,,,mildura-vic,-37.8768281,144.9835959
,,1100.0,"3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4.0,3.0,1.0,,mildura-vic,-37.793395,145.0743915
,,600.0,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,mildura-vic,-37.8101,144.95
,,950.0,"3 Marmara,",ELSTERNWICK VIC 3185,3.0,1.0,3.0,,mildura-vic,-37.8910362,145.0039514
,,690.0,"81 Bent Street,",MOONEE PONDS VIC 3039,2.0,1.0,3.0,,mildura-vic,-37.7626817,144.9355321
,,290.0,"95 Carinish Road,",CLAYTON VIC 3168,,1.0,,,mildura-vic,-37.9242991,145.1205607
,,,"892 Hampton st,",BRIGHTON VIC 3186,3.0,1.0,3.0,659m²,mildura-vic,-37.9065829,145.0085641
,,55.0,"200 Spencer Street,",MELBOURNE VIC 3004,,,1.0,,mildura-vic,-37.8162806,144.9532882
,,550.0,"8/380 Inkerman Street,",ST KILDA VIC 3182,1.0,1.0,1.0,,mildura-vic,-37.8645511,144.9852833
,,630.0,"10 Alfred Street,",BEAUMARIS VIC 3193,3.0,1.0,1.0,,mildura-vic,-37.9766648,145.05149
,,,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4.0,1.0,,,mildura-vic,-37.7726018,144.9246348
,,580.0,"1/50 Elder Street,",WATSONIA VIC 3087,3.0,2.0,1.0,,mildura-vic,-37.7142764,145.0920443
,,650.0,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2.0,1.0,1.0,,mildura-vic,-37.814,144.9633
,,240.0,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1.0,1.0,1.0,50m²,mildura-vic,-37.8149,144.9505
,,,"6/8 Parring Rd,",BALWYN VIC 3103,2.0,1.0,2.0,,mildura-vic,-37.8139475,145.090677
,,65.0,"539 St Kilda Road,",MELBOURNE VIC 3004,,1.0,1.0,,mildura-vic,-37.845647,144.9803033
,,240.0,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,1.0,,mildura-vic,-37.8004,144.9684
,,480.0,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1.0,1.0,,,mildura-vic,-37.7995,144.8963
,,600.0,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2.0,2.0,,,mildura-vic,-37.7995,144.8963
,,560.0,"33 Currong Street South,",REID ACT 2612,2.0,1.0,1.0,"2,497m²",mildura-vic,-35.2839691,149.1432609
,,590.0,"27 Kedmenec Drive,",MILDURA VIC 3500,4.0,2.0,2.0,637m²,mildura-vic,-34.2086617,142.1525922
,,600.0,"1 Josie Court,",MILDURA VIC 3500,3.0,2.0,2.0,531m²,mildura-vic,-34.2053192,142.1539915
,,800.0,"6 Hawkins Road,",MONTROSE VIC 3765,5.0,2.0,,,mildura-vic,-37.8009117,145.3660596
,,550.0,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.814,144.9633
,,595.0,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1.0,1.0,,,mildura-vic,-37.8072513,144.9689086
,,530.0,"76 Leicester Street,",MILDURA VIC 3500,3.0,2.0,2.0,478m²,mildura-vic,-34.1697374,142.138637
,,240.0,"81 Tapio Street,",DARETON NSW 2717,3.0,1.0,1.0,,mildura-vic,-34.0961235,142.0402731
,,570.0,"3 Amber Close,",MILDURA VIC 3500,3.0,2.0,2.0,675m²,mildura-vic,-34.2043815,142.1260728
,,550.0,"18 Milos Court,",FRASER RISE VIC 3336,4.0,2.0,2.0,,mildura-vic,-37.7139202,144.7191744
,,450.0,"10 Mccoy Street,",OMEO VIC 3898,3.0,1.0,3.0,,mildura-vic,-37.1097623,147.596471
,,360.0,"3/2 Eileen St,",MILDURA VIC 3500,2.0,1.0,1.0,,mildura-vic,-34.2067654,142.1398028
,,403.0,"5 Sutterby Place,",RED CLIFFS VIC 3496,4.0,2.0,2.0,,mildura-vic,-34.3135278,142.1888586
,,925.0,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2.0,2.0,,,mildura-vic,-37.814,144.9633
,,350.0,"44 Muirs Rd,",CARWARP VIC 3494,3.0,1.0,2.0,,mildura-vic,-34.46667,142.2
,,550.0,"1 Sutterby Place,",RED CLIFFS VIC 3496,4.0,2.0,2.0,,mildura-vic,-34.3135278,142.1888586
