Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space,Region,latitude,longitude
,,$590 per week,"409/2 Hallenstein Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.7998253,144.9080515
,,$470,"28 Dunloe Avenue,",NORLANE VIC 3214,3 Beds,1 Bath,2 Parking,655m²,geelong-vic,-38.0908872,144.3463141
,,$510 per week,"1 Blande Court,",LARA VIC 3212,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.0266872,144.4149844
,,$495.00 per week,"210 Shannon Avenue,",GEELONG WEST VIC 3218,3 Beds,1 Bath,− Parking,,geelong-vic,-38.1408523,144.3365799
,,Contact Agent,"44/145 Canterbury Road,",TOORAK VIC 3142,1 Bed,1 Bath,− Parking,,geelong-vic,-37.8432666,145.0103739
,,$350.00,"4/202 Kilgour Street,",GEELONG VIC 3220,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.155885,144.3581886
,,$425 per week,"20 Lonsdale Street,",SOUTH GEELONG VIC 3220,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.157703,144.3567342
,,$580 per week,"61 Bieske Road,",GROVEDALE VIC 3216,4 Beds,2 Baths,5 Parking,,geelong-vic,-38.2081127,144.3352168
,,$670.00,"37 Limpet Circuit,",POINT LONSDALE VIC 3225,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2620668,144.6092718
,,$550.00,"24 Oakdale St,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2147662,144.3638885
,,$590,"6 Nandina Close,",BELL PARK VIC 3215,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1012998,144.3340531
,,$330 per week,"6/73 McKillop Street,",GEELONG VIC 3220,1 Bed,1 Bath,− Parking,,geelong-vic,-38.1518158,144.3520789
,,$500 per week,"2/32 Lady Nelson Drive,",RIPPLESIDE VIC 3215,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1256899,144.3582313
,,$800.00,"1806/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8101,144.95
,,$385.00 per week,"9/1010 Geelong Road,",CANADIAN VIC 3350,3 Beds,1 Bath,1 Parking,,geelong-vic,-37.5292,143.8591
,,$375 pw,"74 Eagle Parade,",NORLANE VIC 3214,2 Beds,1 Bath,1 Parking,785m²,geelong-vic,-38.0854649,144.3531712
,,$350 per week,"1/102 Sparks Road,",NORLANE VIC 3214,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.091486,144.3568091
,,$490 per week,"34 Hereford Drive,",BELMONT VIC 3216,3 Beds,2 Baths,3 Parking,,geelong-vic,-38.1891115,144.3343616
,,$450,"20 GRAPPENHALL AVENUE,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.7296522,144.5947442
,,$400 per week,"2/10 Geelong Road,",PORTARLINGTON VIC 3223,2 Beds,1 Bath,2 Parking,157m²,geelong-vic,-38.1212063,144.6365776
,,$600 per week,"13B Tennant Street,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8891591,144.7252786
,,$490.00 per week,"8 Beeston Avenue,",CHARLEMONT VIC 3217,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.2151001,144.3667122
,,Application Approved,"1/6 Ozone Road,",BARWON HEADS VIC 3227,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.2788265,144.4942616
,,$600.00,"12B Camden Road,",NEWTOWN VIC 3220,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.1551088,144.3311929
,,$440.00,"1/23 Station Street,",NORLANE VIC 3214,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.0978504,144.3646421
,,Under Application,"904/44 Ryrie Street,",GEELONG VIC 3220,2 Beds,2 Baths,1 Parking,,geelong-vic,-38.1481755,144.3560217
,,$650 weekly,"606/12-14 Nelson Rd,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8256,145.1232
,,$650.00,"18 Francis Street,",BELMONT VIC 3216,5 Beds,2 Baths,2 Parking,,geelong-vic,-38.174057,144.3492264
,,$630,"6/307 Geelong Road,",KINGSVILLE VIC 3012,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8052305,144.8807903
,,335 per week,"130/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,,geelong-vic,-37.8498,145.119
,,$770,"5/307 Geelong Road,",KINGSVILLE VIC 3012,3 Beds,3 Baths,1 Parking,,geelong-vic,-37.8052305,144.8807903
,,$530.00,"404/18 Malone Street,",GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1412106,144.3568823
,,$520.00 per week,"29 Blackwattle Drive,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2247131,144.36091
,,$375.00,"1/1 Holman Court,",BREAKWATER VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1817346,144.3678763
,,$700pw,"21 Sunshine Avenue,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,3 Parking,560m²,geelong-vic,-38.2401291,144.3379289
,,$470 per week,"1 Marlyn Court,",HIGHTON VIC 3216,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1689299,144.3220256
,,$290,"3/77-79 Princess Road,",CORIO VIC 3214,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1014,144.3542
,,$510,"57 Boundary Road,",NEWCOMB VIC 3219,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1624184,144.3857198
,,$520.00,"61 Miranda Crescent,",ST LEONARDS VIC 3223,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1824496,144.7062195
,,$550.00 per week,"3 Alpina Avenue,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,378m²,geelong-vic,-38.2178495,144.33282
,,$450.00,"1/102 McClelland Street,",BELL PARK VIC 3215,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1135569,144.3368465
,,$300,"7/35 Dorward Avenue,",NEWCOMB VIC 3219,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1656512,144.3903041
,,$595 per week,"32 Victoria,",PRESTON VIC 3072,2 Beds,1 Bath,2 Parking,165m²,geelong-vic,-37.75,145.0167
,,$560.00 per week,"2A Fairmont Road,",NEWTOWN VIC 3220,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1560271,144.3305641
,,$750 weekly,"1/30 Taits Rd,",BARWON HEADS VIC 3227,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.2680226,144.4976968
,,$550 per week,"3 Fairfield Avenue,",BELMONT VIC 3216,4 Beds,1 Bath,2 Parking,,geelong-vic,-38.1867431,144.3417162
,,$550 weekly,"1 Lexton Rd,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,,geelong-vic,-37.8121569,145.1364385
,,$780 per week,"25 Bell Parade,",DRUMCONDRA VIC 3215,4 Beds,2 Baths,3 Parking,,geelong-vic,-38.1277253,144.3525637
,,$430,"9 Beech Court,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0672914,144.372974
,,$525.00 per week,"2/19 Crane Court,",OCEAN GROVE VIC 3226,3 Beds,1 Bath,2 Parking,250m²,geelong-vic,-38.2601771,144.5263759
,,$450 per week,"24 Apex Avenue,",BELMONT VIC 3216,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1805175,144.3263737
,,$550 per week,"63 Aviation Drive,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2207988,144.3331243
,,$480 weekly,"14 Meredith St,",ST LEONARDS VIC 3223,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1826778,144.7026476
,,$425.00,"2/15 Jacobs Street,",BELMONT VIC 3216,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.171596,144.3355672
,,$400 per week,"2/106 Harvey Road,",ST LEONARDS VIC 3223,4 Beds,1 Bath,1 Parking,,geelong-vic,-38.1592304,144.701507
,,$450 per week,"22 Kanimbla Avenue,",LEOPOLD VIC 3224,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1924349,144.4661168
,,$550 per week,"2 Whitfords Drive,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2396952,144.3627262
,,$395 per week,"17/92 Grey St,",ST KILDA VIC 3182,− 0 Beds,1 Bath,− Parking,30m²,geelong-vic,-37.864,144.9814916
,,$450 weekly,"14 Katarina Place,",WHITTINGTON VIC 3219,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1770642,144.3842257
,,$520 per week,"38 Edenhope Circuit,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2226561,144.3497005
,,$500.00 per week,"16 Marentelli Avenue,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2426779,144.3702249
,,$430.00 per week,"19 Iona Street,",NORLANE VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0947464,144.3613598
,,$600 per week,"5 Polwarth Crescent,",BELMONT VIC 3216,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1893786,144.3294844
,,$470,"7B Cornish Avenue,",BELMONT VIC 3216,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.1831427,144.3475899
,,$455,"56 Atherton Street,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.2411337,144.381364
,,$600 pw,"25 Callanish Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.814374,144.7136435
,,$490.00 per week,"64 Precinct Road,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,295m²,geelong-vic,-38.2140312,144.3639218
,,$530 weekly,"8 Wattle St,",BOX HILL NORTH VIC 3129,3 Beds,1 Bath,2 Parking,,geelong-vic,-37.8107889,145.119309
,,$425 weekly,"1/44 Geelong Road,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,,geelong-vic,-37.7986691,144.8930061
,,"$1,950 per week","112 Harold St,",MIDDLE PARK VIC 3206,4 Beds,3 Baths,2 Parking,,geelong-vic,-37.8517675,144.9582035
,,$480.00 per week,"15 Devenish Way,",ST LEONARDS VIC 3223,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.181332,144.7029208
,,$620,"244 Anakie Road,",BELL PARK VIC 3215,5 Beds,3 Baths,1 Parking,,geelong-vic,-38.0983388,144.3339927
,,$295.00,"2/48 Clonard Avenue,",GEELONG WEST VIC 3218,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1352926,144.3442903
,,"$1,150 weekly","280A Tucker Rd,",ORMOND VIC 3204,4 Beds,3 Baths,2 Parking,,geelong-vic,-37.9066213,145.053271
,,$470 weekly,"8 Beekeeper Rd,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.2344662,144.3740426
,,$525.00,"206 Gatehouse Place,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,,geelong-vic,-37.773624,144.8809804
,,$310,"7 and 8/78A Vines Road,",HAMLYN HEIGHTS VIC 3215,1 Bed,1 Bath,1 Parking,,geelong-vic,46.283,15.258
,,$410.00 per week,"20 Welfare Street,",PORTARLINGTON VIC 3223,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1171893,144.6390724
,,$500 per week,"22 Hammond Street,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,4 Parking,346m²,geelong-vic,-38.2408594,144.3550202
,,$210 per week,"1/52-54 Oakwood Crescent,",WAURN PONDS VIC 3216,1 Bed,1 Bath,− Parking,,geelong-vic,-38.2335,144.3007
,,$680.00,"23 Alexandra Avenue,",GEELONG VIC 3220,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1487699,144.3707876
,,$630 per week,"2712/500 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,geelong-vic,-37.7998626,144.9573647
,,$630.00,"50B Clarke Street,",NEWTOWN VIC 3220,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1530818,144.3477977
,,$510.00,"21 Newton Avenue,",BELL POST HILL VIC 3215,4 Beds,2 Baths,1 Parking,,geelong-vic,-38.0946111,144.3296972
,,$620 pw,"15 Leeward Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8612781,144.6469924
,,$580 PER WEEK,"7 Lauradan Way,",WOLLERT VIC 3750,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.6023219,145.0074468
,,$510 pw,"41 Holman Crescent,",BACCHUS MARSH VIC 3340,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.7199,144.3727
,,$420 per week,"76 Hendy Street,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0729482,144.3663244
,,$435.00,"14B Bromley Street,",THOMSON VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1684026,144.3776956
,,$420.00,"79 Pioneer Road,",GROVEDALE VIC 3216,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.2019384,144.3312878
,,$500.00 per week,"15 Chucklecreek Lane,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,442m²,geelong-vic,-38.233978,144.3739346
,,$380.00,"2/339 Pakington Street,",NEWTOWN VIC 3220,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1570031,144.3449106
,,$500 pw,"2/9 Vistula Avenue,",BELL PARK VIC 3215,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1154116,144.3390282
,,Under Application,"14 Jasper Ave,",BARWON HEADS VIC 3227,2 Beds,2 Baths,2 Parking,,geelong-vic,-38.2765331,144.490163
,,$495.00 per week,"5 Citrinus Avenue,",MOUNT DUNEED VIC 3217,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.2583,144.3083
,,$470.00,"18 Allitt Avenue,",BELMONT VIC 3216,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1806889,144.3331814
,,$550 pw,"48 Ashbury Boulevard,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2219623,144.3516782
,,$420 weekly,"G04/195 Geelong Road,",KINGSVILLE VIC 3012,1 Bed,1 Bath,1 Parking,,geelong-vic,-37.8302,144.8709
,,$450 per week,"13 Westmoreland Street,",ST ALBANS PARK VIC 3219,3 Beds,1 Bath,4 Parking,,geelong-vic,-38.1826435,144.385579
,,$430 pw,"8 Ann Street,",GEELONG WEST VIC 3218,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1352618,144.3423671
,,$490,"1/10 Caroline Street,",HIGHTON VIC 3216,3 Beds,2 Baths,1 Parking,264m²,geelong-vic,-38.176985,144.3222232
,,$630.00,"128 Settlement Road,",BELMONT VIC 3216,5 Beds,2 Baths,3 Parking,,geelong-vic,-38.1817575,144.348902
,,$570 weekly,"8 Serene Avenue,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2380697,144.3514315
,,$525,"G11/110 Roberts Street,",WEST FOOTSCRAY VIC 3012,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8302,144.8709
,,$495 pw,"121 Isabella Street,",GEELONG WEST VIC 3218,3 Beds,2 Baths,− Parking,441m²,geelong-vic,-38.1322251,144.3391805
,,$550 per week,"11 Carina Court,",POINT COOK VIC 3030,4 Beds,2 Baths,− Parking,,geelong-vic,-37.8923118,144.7242842
,,$520.00,"43 Atherton Street,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2411337,144.381364
,,$590 per week,"103/44 Ryrie Street,",GEELONG VIC 3220,2 Beds,2 Baths,1 Parking,,geelong-vic,-38.1481755,144.3560217
,,$560.00 per week,"6A Ashford Court,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1927665,144.3252842
,,$750 per week,"3 Hewat Drive,",HIGHTON VIC 3216,5 Beds,2 Baths,2 Parking,,geelong-vic,-38.195988,144.3092635
,,***APPLICATIONS CLOSED - UNDER OFFER***,"12 Colorado Drive,",CORIO VIC 3214,3 Beds,1 Bath,3 Parking,,geelong-vic,-38.0801795,144.3498032
,,$500.00 per week,"10 Sundews Crescent,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2244897,144.3625664
,,$210 weekly,"1/133 Raleigh Road,",MARIBYRNONG VIC 3032,1 Bed,1 Bath,− Parking,,geelong-vic,-37.7690186,144.8863597
,,$530 weekly,"25 Spirit Crescent,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,1 Parking,,geelong-vic,-38.2366159,144.3466856
,,$450 weekly,"24 Dorothy Avenue,",BELMONT VIC 3216,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1788999,144.3420936
,,$445 per week,"7/1 Fiona Court,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,,geelong-vic,-37.8637194,144.9878945
,,$470.00,"20 Libau Avenue,",BELL PARK VIC 3215,3 Beds,1 Bath,− Parking,,geelong-vic,-38.1140105,144.3400683
,,$800 per week,"1/5 Jaguar Dr,",CLAYTON VIC 3168,4 Beds,3 Baths,2 Parking,,geelong-vic,-37.9266051,145.1318539
,,$650 per week Unfurnished,"1 Tuckett Street,",ALPHINGTON VIC 3078,3 Beds,1 Bath,2 Parking,,geelong-vic,-37.7810256,145.0229956
,,$495 per week,"25 DEVON STREET,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath,2 Parking,753m²,geelong-vic,-38.1155296,144.3270413
,,$670 per week,"205/8 Sutherland Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,geelong-vic,-37.8110719,144.960791
,,"$450.00 per Week $1,955.00","39 Shillings Road,",MAMBOURIN VIC 3024,3 Beds,2 Baths,2 Parking,,geelong-vic,-37.8887919,144.6021464
,,$440.00,"58 James Street,",BELMONT VIC 3216,2 Beds,1 Bath,4 Parking,,geelong-vic,-38.1835831,144.3392434
,,$500.00 Per Week,"971a Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,2 Parking,,geelong-vic,-31.9813744,115.9010123
,,$570 per week,"41 Calder Street,",MANIFOLD HEIGHTS VIC 3218,3 Beds,2 Baths,3 Parking,,geelong-vic,-38.144168,144.3317941
,,$480 per week,"29 Ann Street,",GEELONG WEST VIC 3218,4 Beds,1 Bath,1 Parking,,geelong-vic,-38.1353284,144.3396087
,,$465 weekly,"13 Riatta Avenue,",GROVEDALE VIC 3216,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.210853,144.3360932
,,"$1,395 per week","21A Peel St,",KEW VIC 3101,4 Beds,3 Baths,2 Parking,380m²,geelong-vic,-37.8057382,145.0328061
,,$450.00,"12 Speranza Court,",MARSHALL VIC 3216,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1924345,144.3578508
,,$480.00,"12 O'Leary Walk,",CHARLEMONT VIC 3217,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.2583,144.3083
,,$650 weekly,"735 Anglesea Rd,",FRESHWATER CREEK VIC 3217,4 Beds,1 Bath,2 Parking,,geelong-vic,-38.2504827,144.2765118
,,"$420 per week $1,825.00","24 Hensbergh Place,",SUNSHINE WEST VIC 3020,1 Bed,1 Bath,1 Parking,,geelong-vic,-37.7953315,144.8005162
,,$550,"10 Dorr Court,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1897356,144.347298
,,$620 PER WEEK,"11 Blunsdon Road,",WOLLERT VIC 3750,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.5960673,144.9926776
,,$430.00,"330 Church Street,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1282294,144.3213599
,,$420 per week,"1/14 Airey Street,",MANIFOLD HEIGHTS VIC 3218,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1343,144.3241
,,$550 per week,"30 Whites Road,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2308501,144.3095078
,,$460.00 Per Week,"21 Nivea Street,",MAMBOURIN VIC 3024,3 Beds,2 Baths,2 Parking,,geelong-vic,-37.8895189,144.5990849
,,$850,"510 bacchus marsh road,",LARA VIC 3212,4 Beds,2 Baths,6 Parking,"22,100m²",geelong-vic,-38.0480125,144.3576998
,,$450 weekly,"4 Sharland Road,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0666772,144.3781932
,,$530 pw,"1 Avalon Walk,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2244926,144.346694
,,$600,"2 Ranni Place,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,3 Parking,428m²,geelong-vic,46.4194,14.6936
,,$500.00,"89B Kinlock Street,",BELL POST HILL VIC 3215,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.096701,144.3266629
,,$450 per week,"169 Solar Drive,",WHITTINGTON VIC 3219,3 Beds,1 Bath,6 Parking,,geelong-vic,-38.1808636,144.3946424
,,$550.00,"8 Holbein Court,",GROVEDALE VIC 3216,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2076799,144.3200312
,,$700 weekly,"9 Glenview Rd,",DONCASTER EAST VIC 3109,3 Beds,2 Baths,2 Parking,,geelong-vic,-37.7982746,145.1630683
,,$530 per week,"54 SOLITUDE CRESCENT,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.9045877,144.7181412
,,$500,"12 Myna Way,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2404157,144.3733305
,,$795.00,"1&2/514 Ryrie Street,",EAST GEELONG VIC 3219,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1662,144.3943
,,$420.00,"30 Yaraan Street,",BELL PARK VIC 3215,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1123545,144.3341603
,,$400.00 per week,"5/19 Candover Street,",GEELONG WEST VIC 3218,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1416453,144.3520007
,,$480 pw,"8 Seabeach Parade,",NORTH SHORE VIC 3214,4 Beds,2 Baths,1 Parking,,geelong-vic,-38.0991873,144.3721788
,,Under Application,"6 Conder Parade,",CLIFTON SPRINGS VIC 3222,4 Beds,2 Baths,2 Parking,563m²,geelong-vic,-38.1669516,144.5581444
,,$740.00,"1307/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,,geelong-vic,-37.8101,144.95
,,$780 per week,"2011/371 Little Lonsdale Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,geelong-vic,-37.8138183,144.9531186
,,$800.00,"902/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,,geelong-vic,-37.8101,144.95
,,$430.00 per week,"6 Ariel Court,",WHITTINGTON VIC 3219,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1761301,144.3924322
,,Application Approved,"7 Derby Way,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,350m²,geelong-vic,-38.2451029,144.3802362
,,$650 per week,"1102/555 Swanston Street,",CARLTON VIC 3053,2 Beds,2 Baths,− Parking,,geelong-vic,-37.8004,144.9684
,,$550 per week,"1/87 Fyans Street,",SOUTH GEELONG VIC 3220,4 Beds,2 Baths,− Parking,,geelong-vic,-38.1617762,144.3543021
,,$450 pw,"66 Streeton Close,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0623529,144.3683449
