Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space,Region,latitude,longitude
Evelyne Surja,Kay & Burton Stonnington,$1250 Per Week,"9 Gladstone Avenue,",ARMADALE VIC 3143,3 Beds,1 Bath,2 Parking,,melbourne-vic,-37.8643307,145.0232055
Chris Bai,Motion Property,$500 Per Week,"402/58 Myrtle Street,",IVANHOE VIC 3079,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7557681,145.0514077
Danielle Boyd,Life Property Management,"$2,600","2601/14-16 The Esplanade,",ST KILDA VIC 3182,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8633,144.9802
David Hua,Ray White Oakleigh,$580,"1/1407-1409 Dandenong Road,",MALVERN EAST VIC 3145,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.874,145.0425
Stephanie Pascoe,Hodges Real Estate Sandringham,"$1,400.00","23 Glenmore Crescent,",BLACK ROCK VIC 3193,5 Beds,3 Baths,2 Parking,,melbourne-vic,-37.9715728,145.0150684
Precinct Leasing,Precinct Estate Agents,$580 per week,"604/118 Russell Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,68m²,melbourne-vic,-37.806913,144.9657827
George Laliotis,MPC Moss Property Consultants,$550 per week,"7/38 Geelong Road,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7986691,144.8930061
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$850.00 per week,"18 Finlay Street,",ALBERT PARK VIC 3206,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8432107,144.9557772
Cameron  Gibson,Buxton Stonnington,$440.00,"14/305 Carlisle Street,",BALACLAVA VIC 3183,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.86881,144.9938134
Daniel Henderson,Haven Agents,$450 per week,"Rear/36 Agnew Street,",BRIGHTON EAST VIC 3187,− 0 Beds,1 Bath,2 Parking,,melbourne-vic,-37.9014,145.0188
Bo Natoli,Buxton Stonnington,$500.00,"7/8-10 Sutherland Road,",ARMADALE VIC 3143,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8567588,145.017323
JORDAN PALMA,Ray White CRE,$800 per week,"40/190 Albert Street,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8106475,144.9863637
David Hua,Ray White Oakleigh,$495,"2/26 Tular Avenue,",OAKLEIGH SOUTH VIC 3167,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9265924,145.0831277
Manuel Flores,Gotham Property,$450,"611/408 Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8150989,144.9522992
DIANA JURISIC,Ray White CRE,$570 per week,"607v/162 Street,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8167,144.9879
Lorena Lore,GBE Property Investments,LEASED,"1413/199 William Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.814,144.9633
Evelyne Surja,Kay & Burton Stonnington,$900 Per Week,"307/42 Ralston Street,",SOUTH YARRA VIC 3141,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8402226,144.9868055
Danielle Boyd,Life Property Management,"$1,600","2406/14-16 The Esplanade,",ST KILDA VIC 3182,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8633,144.9802
David Passaro,Gotham Property,$750,"7 Parker Street,",ORMOND VIC 3204,4 Beds,2 Baths,1 Parking,,melbourne-vic,-37.9043135,145.0487849
Laura Scott,aussieproperty.com,$550,"2505/371 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8138183,144.9531186
Samantha Keyse,Kay & Burton Flinders,$2100 Per Week,"209 Keys Road,",FLINDERS VIC 3929,5 Beds,4 Baths,2 Parking,,melbourne-vic,-38.462296,144.96979
Lucy Redman,RT Edgar Glen Eira,$550.00,"3/14 Nepean Highway,",BRIGHTON VIC 3186,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8898592,145.0016535
David Hua,Ray White Oakleigh,$550,"12/1650 Dandenong Road,",OAKLEIGH EAST VIC 3166,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8995,145.0811
Samridhi Munjal,Dingle Partners,$625 pw,"910/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8276418,144.9595223
Tom Koller,Biggin & Scott Stonnington,$425 Per Week,"2/330 High Street,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8510465,144.9872272
Tom Koller,Biggin & Scott Stonnington,$400 Per Week,"47/6 Williams Road,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8494374,145.0029784
Georgie Sinclair,Real Property Agent Melbourne,$550,"410/99 Nott St,",PORT MELBOURNE VIC 3207,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.83625,144.9427155
Artem Chereshkov,McGrath St Kilda,$500 pw,"5/19 Redan Street,",ST KILDA VIC 3182,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8601404,144.9915531
Mary Corso,Victoria Real Estate Agency Pty Ltd,$495 PER WEEK,"9 Pittsburgh Road,",KALKALLO VIC 3064,4 Beds,3 Baths,1 Parking,,melbourne-vic,-37.5205839,144.9642146
Mikaele Horsnell,Harcourts Melbourne City,$475 per week,"303/18-20 Bank Place,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.814,144.9633
Liz Haughey,Buyer's Advocate,$500,"4/48 William St,",GLENROY VIC 3046,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7048655,144.9080778
Carson Mair,Dingle Partners,$500 pw,"2014/35-47 Coventry Street,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8228,144.9643
Darren Krause,Harcourts Melbourne City,$700 Per Week,"2503/250 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.7998626,144.9573647
Mary Corso,Victoria Real Estate Agency Pty Ltd,$480 PER WEEK,"14 Annabel Street,",DEANSIDE VIC 3336,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.0,145.0
Melanie Podrebarac,McGrath Northcote,"$1,100 per week","11 McGregor Street,",FAIRFIELD VIC 3078,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.770168,145.0201464
Leasing Concierge,Gary Peer,$400 weekly,"15/164 Wattletree Road,",MALVERN VIC 3144,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8631923,145.0346727
Jamie-Lee Fox,Gary Peer,$570 weekly,"1005 Heatherton Road,",SPRINGVALE VIC 3171,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9623455,145.1517822
Alicia Cannizzaro,Jellis Craig Northcote,"$1,050.00","63B Clyde Street,",THORNBURY VIC 3071,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.761661,145.0126535
Harry Whitford,BigginScott Richmond,$500 weekly,"102/354 Malvern Rd,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.853,144.9929
David Hua,Ray White Oakleigh,$725,"10 Main Road,",CLAYTON VIC 3168,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.931719,145.1279286
Megan Taylor,Kay & Burton Bayside,$1250 Per Week,"21/30 Esplanade,",BRIGHTON VIC 3186,3 Beds,3 Baths,2 Parking,,melbourne-vic,-37.9261829,144.9883353
Andrea Picone,Dingle Partners,$520 pw,"607/250 City Road,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8228,144.9643
Andrea Picone,Dingle Partners,$700 pw,"4304/45 Clarke Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8228,144.9643
Andrea Picone,Dingle Partners,$720 pw,"3001/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8276418,144.9595223
Samridhi Munjal,Dingle Partners,$740 pw,"3201/43 Hancock Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8228,144.9643
David Hua,Ray White Oakleigh,$770,"21 Blamey Street,",BENTLEIGH EAST VIC 3165,4 Beds,2 Baths,4 Parking,,melbourne-vic,-37.9361738,145.0677436
Daniel Hamilton,McGrath,$490 pw,"4/68 Westbury Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.861953,144.9967151
Katie Davidson,Buxton Real Estate Dingley Village,$650.00,"11/35-37 Sheridan Avenue,",FRANKSTON VIC 3199,3 Beds,2 Baths,2 Parking,,melbourne-vic,-38.1333,145.1333
Bradley Small,Beck & Small Property,$910.00,"2/32 Bourneville Avenue,",BRIGHTON EAST VIC 3187,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.9278654,145.0205481
Kim Te,Motion Property,$590 per week,"604/2 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.7995452,144.909498
Daniel Hamilton,McGrath,$350 pw,"10/12 Rosedale Avenue,",GLEN HUNTLY VIC 3163,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.890662,145.0430596
Bo Natoli,Buxton Stonnington,$690.00,"2/22 The Esplanade,",ST KILDA VIC 3182,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8670078,144.9775194
Matthew Swinnerton,Ray White Oakleigh,$460,"7/806-808 Warrigal Road,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.874,145.0425
Matthew Swinnerton,Ray White Oakleigh,$460,"1/2 Mary Street,",CLAYTON VIC 3168,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9230662,145.1214849
Matthew Swinnerton,Ray White Oakleigh,$520,"62 Haughton Road,",OAKLEIGH VIC 3166,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.91022,145.1010227
Samantha Lee,Gary Peer,$900 weekly,"57 Millewa Ave,",MALVERN EAST VIC 3145,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.882664,145.0754141
Melanie Podrebarac,McGrath Northcote,$495 per week,"108/50-56 High Street,",PRESTON VIC 3072,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.75,145.0167
Melanie Jones,Jellis Craig Inner West,$695.00,"22 Sanderson Street,",YARRAVILLE VIC 3013,3 Beds,1 Bath,3 Parking,,melbourne-vic,-37.8147758,144.8695499
Kerttu  Luik,Buxton St Kilda,$725.00,"218/232-242 Rouse Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8329,144.922
Alicia Cannizzaro,Jellis Craig Northcote,$590.00,"4/34 Dunne Street,",KINGSBURY VIC 3083,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7144485,145.0389815
Damian Betham,McGrath St Kilda,$1375 pw,"58 Heyington Place,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.833723,145.0214705
Emma Watkinson,Thomson,$380 per week,"719/65 Acland Street,",ST KILDA VIC 3182,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8672583,144.9781663
Emma Watkinson,Thomson,$700 per week,"11A Daley Street,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8825949,144.9906779
David Hua,Ray White Oakleigh,$510,"10 Fenton Street,",HUNTINGDALE VIC 3166,2 Beds,1 Bath,2 Parking,,melbourne-vic,-37.9121089,145.1095852
Kayla Crea,HEDLEY REAL ESTATE,$563 weekly,"8 Percy St,",NEWPORT VIC 3015,3 Beds,1 Bath,3 Parking,,melbourne-vic,-37.8345599,144.8710281
Xavier George,Thomson,$460 per week,"4/14 Austin Avenue,",ELWOOD VIC 3184,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8813561,144.9916152
Stephanie Pascoe,Hodges Real Estate Sandringham,"$1,650.00","1A Abbott Street,",SANDRINGHAM VIC 3191,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.9502743,145.0166429
Hannah Zadeh,McGrath St Kilda,$735 pw,"1509/18 Hoff Boulevard,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.825102,144.963546
Ismaeel Hussain,Samma Real Estate,$270 per week,"6/106 Alexandra Street,",ST KILDA EAST VIC 3183,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8597481,145.00402
Kerttu  Luik,Buxton St Kilda,$645.00,"602/338 Kings Way,",SOUTH MELBOURNE VIC 3205,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8335,144.9571
,,"$1,000 weekly","16 Cooper Street,",PRESTON VIC 3072,4 Beds,2 Baths,4 Parking,530m²,melbourne-vic,-37.7350037,144.9939931
DIANA JURISIC,Ray White CRE,$650,"303/166 Wellington Parade,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8167,144.9879
Wilson Glen Eira PTY LTD,,$365 per week,"7/22 Crimea Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8590139,144.9881734
Conny Yang,Waterdale Property Agent Pty Ltd,$680 per Week,"U1704/65 Dudley Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8101,144.95
Aaron Boal,Gotham Property,$550,"22/80 Mitchell Parade,",PASCOE VALE SOUTH VIC 3044,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.7413065,144.9355229
Kim Te,Motion Property,$600 per week,"902/8 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.7995452,144.909498
Ismaeel Hussain,Samma Real Estate,$450,"719/555 Flinders Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8209843,144.9550348
Tom Koller,Biggin & Scott Stonnington,$695 Per Week,"22/425 Toorak Road,",TOORAK VIC 3142,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8415403,145.0127434
Angus Brayshaw,Richardson & Wrench Projects Victoria,$450PW,"4/26 Bourke Street,",MENTONE VIC 3194,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.9800555,145.0555666
Tom Koller,Biggin & Scott Stonnington,$800 Per Week,"79/108 Greville Street,",PRAHRAN VIC 3181,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8485339,144.9857488
Carnegie Leasing,Woodards Carnegie,$390 per week,"8/8 Rosedale Avenue,",GLEN HUNTLY VIC 3163,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.890662,145.0430596
Daniel Hamilton,McGrath,$510 pw,"11/31-31A George Street,",FITZROY VIC 3065,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7984,144.9783
Tom Koller,Biggin & Scott Stonnington,$430 Per Week,"G04/950 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8004,144.9684
Louise Reid,Biggin Scott Elsternwick,$520 per week,"74 Orrong Road,",ELSTERNWICK VIC 3185,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8844246,145.0061136
Fiona Tennant,aussieproperty.com,$770,"63/416A St Kilda Road,",MELBOURNE VIC 3000,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.814,144.9633
Laura Scott,aussieproperty.com,$350,"6/23-25 Steet Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7995,144.8963
Ease Real Estate,Ease Real Estate,$520,"109/108 Altona Street,",KENSINGTON VIC 3031,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7986072,144.9270107
Natasha Melnikova,Life Property Management,$750,"304/57-61 Johnston Street,",FITZROY VIC 3065,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.7984,144.9783
Christian Neofotistos,Ray White Brunswick,$575,"107/108-124 Union Street,",BRUNSWICK VIC 3056,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7667,144.9667
Ismaeel Hussain,Samma Real Estate,$710,"2410/241 City Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8228,144.9643
Stephanie Allen,Dingle Partners,$470 pw,"4/102 Broadway,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8768281,144.9835959
Michelle Murray,Buxton Real Estate Brighton,"$5,750.00","6 Menzies Avenue,",BRIGHTON VIC 3186,5 Beds,5 Baths,8 Parking,,melbourne-vic,-37.9261311,144.991243
Ysabella Dimitrakopoulos,BigginScott Richmond,$825 weekly,"301/339 Burnley Street,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,81m²,melbourne-vic,-37.826772,145.0070926
Thea Toogood,Jellis Craig & Company Pty Ltd,$990.00,"23 Gardner Street,",RICHMOND VIC 3121,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8173465,145.0054973
Adele Curcio,Thomson,$695 per week,"2/388 Inkerman Street,",ST KILDA EAST VIC 3183,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8664601,145.0001565
Amber Brombara,HEDLEY REAL ESTATE,$470 weekly,"28 Bayano Way,",CRAIGIEBURN VIC 3064,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.5905854,144.9011896
Tom Koller,Biggin & Scott Stonnington,$750 Per Week,"1/1 York Place,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8507814,144.9986583
Carson Mair,Dingle Partners,$680 pw,"3606/7 Riverside Quay,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8215716,144.9634021
Andrea Picone,Dingle Partners,$650 pw,"2204/245 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8228,144.9643
Vanessa Dell'Arciprete,Bekdon Richards,$515 weekly,"1 Waratah Dr,",DANDENONG NORTH VIC 3175,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9597031,145.2047585
Preet Sandhu,BigginScott Richmond,$625 weekly,"603 Spencer St,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8069754,144.9461548
Paul Tunney,Woodards South Yarra,$520 pw,"15/32 Darling Street,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8353323,144.9920451
Paul Tunney,Woodards South Yarra,$500 pw,"6/32 Darling Street,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8353323,144.9920451
Jasmine Palioportas,Buxton Camberwell,$850.00,"6A Denman Avenue,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8502716,145.070343
Mandy Feng,Coronis National,"$610 Per Week, Unfurnished","602/815 Bourke Street,",DOCKLANDS VIC 3008,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8149,144.9505
David Hua,Ray White Oakleigh,$385,"6/25 The Avenue,",MALVERN EAST VIC 3145,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.874058,145.054954
Justine Muscat,Dingle Partners,$700.00 pw,"26/180 Little Collins Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.815965,144.9610771
Abir Ayadi,Dingle Partners,$630 pw,"709/35 Wilson Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8442337,144.9992898
Kelly Nicholas,RT Edgar Boroondara,$870.00,"808G/93 Dow Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8329,144.922
Meggan Eade,Abercrombys,$825.00,"6 Beatty Ave,",ARMADALE VIC 3143,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8521955,145.0155522
Flo Djaja,Melbourne Residential Real Estate,$430 per week,"509/238 Flinders St,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8209843,144.9550348
Ease Real Estate,Ease Real Estate,$500,"208/97 Palmerston Crescent,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8355565,144.9684289
Manuel Flores,Gotham Property,$520,"102/4 Kitmont Street,",MURRUMBEENA VIC 3163,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8922874,145.0751869
Tess Macdonald,Bekdon Richards,$600 weekly,"401/442 St Kilda Rd,",MELBOURNE VIC 3004,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.814,144.9633
Evelyne Surja,Kay & Burton Stonnington,$1695 Per Week,"2 Rathmines Street,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8387209,145.0058412
Wimpie Santoso,Melbourne Residential Real Estate,$390 per week Furnished,"Unit 405/160 Little Lonsdale St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.814,144.9633
Wimpie Santoso,Melbourne Residential Real Estate,$680 Per Week,"Unit 1402/560 Lonsdale St,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.814,144.9633
Glenda Martin,Fletchers Canterbury,$900 weekly,"3/18 Capon Street,",MALVERN EAST VIC 3145,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8848709,145.0867974
Christian Neofotistos,Ray White Brunswick,$690,"40 Higinbotham Street,",COBURG VIC 3058,3 Beds,1 Bath,2 Parking,378m²,melbourne-vic,-37.7350672,144.9582717
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$925.00 per week,"9 Loch Avenue,",ST KILDA EAST VIC 3183,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8753176,145.0048371
Lauren Harris,The Agency Victoria,$600 per week,"105/23 Mills Boulevard,",ALPHINGTON VIC 3078,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7837726,145.0270279
Jonathan Boon,Kay & Burton Stonnington,"$1,280 Per Week","602/166 Flinders Street,",MELBOURNE VIC 3000,3 Beds,2 Baths,− Parking,,melbourne-vic,-37.814,144.9633
Kellie Finlayson,Gary Peer,$490 weekly,"3/38 Lillimur Road,",ORMOND VIC 3204,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9031314,145.0413168
Serena Fonua,Harcourts Melbourne City,$725 per week,"1211/620 Collins Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8190018,144.9541476
Andrea Picone,Dingle Partners,$580 pw,"1308/250 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8228,144.9643
Barbara Baltas,Dingle Partners,$450.00 pw,"908/557 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8138183,144.9531186
Dragan Mrkela,Biggin Scott Elsternwick,$850 per week,"2 Villiers Street,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,2 Parking,512m²,melbourne-vic,-37.8805784,145.0061257
Bo Natoli,Buxton Stonnington,$645.00,"7/22 The Esplanade,",ST KILDA VIC 3182,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8670078,144.9775194
Leasing Team,Besser & Co. Estate Agents,$425 per week,"302/9 Chesterville Road,",CHELTENHAM VIC 3192,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.9588447,145.0569126
Cameron  Gibson,Buxton Stonnington,$625.00,"12/63 Alexandra Avenue,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8284238,144.9849733
Zara Prior,Home apartments,"$1,400","1012/261 Bridge Road,",RICHMOND VIC 3121,3 Beds,2 Baths,− Parking,,melbourne-vic,-37.8271,145.0064
David Passaro,Gotham Property,$800,"565 Heidelberg Road,",ALPHINGTON VIC 3078,3 Beds,3 Baths,2 Parking,,melbourne-vic,-37.7821518,145.0239281
Lauren Harris,The Agency Victoria,$1300 per week,"64 Mills Street,",ALBERT PARK VIC 3206,3 Beds,1 Bath,− Parking,,melbourne-vic,-37.8464059,144.9580271
Charanjit Kaur,Flat Fee Property Management,$590,"G07/1217 Centre Road,",OAKLEIGH SOUTH VIC 3167,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.927,145.0964
Leasing Manager Caufield,Essence Communities,From $1250 pw *Up to 3 months' rent FREE,"L602/12 Caulfield Boulevard,",CAULFIELD NORTH VIC 3161,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.872,145.0216
Leasing Manager Caufield,Essence Communities,From $1100 pw *Up to 3 months' rent FREE,"H201/16 Hayward Street,",CAULFIELD NORTH VIC 3161,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.872,145.0216
Leasing Manager Caufield,Essence Communities,From $615pw *Up to 3 months' rent FREE,"L204/8 Caulfield Boulevard,",CAULFIELD NORTH VIC 3161,− 0 Beds,1 Bath,− Parking,,melbourne-vic,-37.872,145.0216
Leasing Manager Caufield,Essence Communities,From $650 - *Up to 3 months' rent FREE,"G305/11 Normanby Road,",CAULFIELD NORTH VIC 3161,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.872,145.0216
Frazer Downes,Hodges South Melbourne,$450 Per Week,"313/9 Commercial Road,",MELBOURNE VIC 3004,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8455841,144.9840221
Angus Brayshaw,Richardson & Wrench Projects Victoria,$550 per week,"27 Ethio Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8132189,144.6721558
