Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space,Region,latitude,longitude
Abir Ayadi,Dingle Partners,$400 pw,"302/18 Gilbert Road,",PRESTON VIC 3072,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7293969,144.9916036
Chloe Conway,Performance Asset Management Melbourne,$430 per week,"331 Richards St,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,4 Parking,,melbourne-vic,-37.5673947,143.8897628
Tara Stewart,Buxton Real Estate Brighton,"$1,390.00","3B Ridge Avenue,",HAMPTON EAST VIC 3188,4 Beds,3 Baths,2 Parking,,melbourne-vic,-37.9379545,145.0260733
Harry Whitford,BigginScott Richmond,$475 weekly,"2/199 Punt Road,",RICHMOND VIC 3121,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8203907,144.9895519
Kerry Patounas,Buxton Keysborough,$570.00,"12 Manooka Court,",KEYSBOROUGH VIC 3173,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.9863015,145.165261
Jay Jacob-Green,Buxton St Kilda,$595.00,"404/26 Queens Road,",MELBOURNE VIC 3004,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8410334,144.9748929
Carolina  Hernandez,Gotham Property,$675,"1601/27 Little Collins Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.815965,144.9610771
Tara Stewart,Buxton Real Estate Brighton,"$1,050.00","40B Earlsfield Road,",HAMPTON VIC 3188,3 Beds,3 Baths,2 Parking,,melbourne-vic,-37.934224,145.0170023
Amy Fiske,Performance Asset Management Melbourne,$550 per week,"87 Nelson Ave,",ALTONA MEADOWS VIC 3028,3 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8803823,144.7833609
Kayla Crea,HEDLEY REAL ESTATE,$480 weekly,"1/16 Vernon St,",SOUTH KINGSVILLE VIC 3015,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8290449,144.8717718
Tara Stewart,Buxton Real Estate Brighton,$595.00,"8/15-17 Cochrane Street,",BRIGHTON VIC 3186,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.9057,145.0067
Jayde Cashion,Jellis Craig Fitzroy,$850.00,"39 Little Dryburgh South Street,",NORTH MELBOURNE VIC 3051,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8036654,144.9437595
Cameron  Gibson,Buxton Stonnington,$500.00,"107/405 St Kilda Road,",MELBOURNE VIC 3004,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8199768,144.9686623
Adriana McDonald,Hodges Real Estate Sandringham,$650.00,"304A North Rd,",BRIGHTON EAST VIC 3187,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8998759,145.0062083
Kavinda Kudage Don,Linage,$520 per week ($2260 pcm),"20 Grevillea Drive,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,,melbourne-vic,-38.2182627,144.3349586
Amber Brombara,HEDLEY REAL ESTATE,$560 weekly,"2/30 Ovando Street,",PRESTON VIC 3072,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7459757,145.018914
Jasmine Palioportas,Buxton Oakleigh,$635.00,"2/14 Carmichael Road,",OAKLEIGH EAST VIC 3166,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8979925,145.1135554
Jay Jacob-Green,Buxton St Kilda,$895.00,"5/43 Acland Street,",ST KILDA VIC 3182,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8672583,144.9781663
Karen Pearce,Thomson,$450 per week,"413/839 Dandenong Road,",MALVERN EAST VIC 3145,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.874,145.0425
Mina Boa,Dingle Partners,$550 pw,"1906/43 Hancock Street,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8276418,144.9595223
Shermta Flomo,Woodards South Yarra,$425 pw,"7/178 Toorak Road West,",SOUTH YARRA VIC 3141,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8379716,144.9835874
Angus Brayshaw,Richardson & Wrench Projects Victoria,$560 per week,"309/338 Gore Street,",FITZROY VIC 3065,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8050973,144.9819774
Anna Potaris,Dingle Partners,$480 pw,"316/6 Acacia Place,",ABBOTSFORD VIC 3067,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8116124,145.0138185
Kim Te,Motion Property,$480 per week,"106C/1 O'Shannassy Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7407202,144.9010763
Kim Te,Motion Property,$775 per week,"1311/18 Claremont Street,",SOUTH YARRA VIC 3141,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8377585,144.9938493
Amber Brombara,HEDLEY REAL ESTATE,$400 weekly,"8/12 Brennand Street,",FITZROY NORTH VIC 3068,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.785405,144.9946308
Mary Corso,Victoria Real Estate Agency Pty Ltd,$495 per week,"31 Glisten Way,",CRAIGIEBURN VIC 3064,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.5979173,144.8930176
Hannah Zadeh,McGrath St Kilda,$500 pw,"4/16 Toward Street,",MURRUMBEENA VIC 3163,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8940815,145.0694203
Carnegie Leasing,Woodards Carnegie,$450 per week,"12/25 Royal Avenue,",GLEN HUNTLY VIC 3163,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8905763,145.042364
Abir Ayadi,Dingle Partners,$670 pw,"603/35 Wilson Street,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8442337,144.9992898
Kellie Finlayson,Gary Peer,$500 weekly,"2/1013 Glen Huntly Road,",CAULFIELD VIC 3162,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8885977,145.0354358
JORDAN PALMA,Ray White CRE,$750 per week,"3/8 Charles Street,",EAST MELBOURNE VIC 3002,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8176311,144.9811857
Cameron  Gibson,Buxton Stonnington,"$1,300.00","3/440 New Street,",BRIGHTON VIC 3186,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8888265,144.9963052
Xavier George,Thomson,$695 per week,"701/610 St Kilda Road,",MELBOURNE VIC 3004,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8199768,144.9686623
Kim Te,Motion Property,$500 per week,"79 Welcome Parade,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8507355,144.596154
Angus Brayshaw,Richardson & Wrench Projects Victoria,$520 Per week,"602/5 Olive York Way,",BRUNSWICK WEST VIC 3055,1 Bed,1 Bath,2 Parking,,melbourne-vic,-37.7588649,144.9393544
Jasmine Palioportas,Buxton Camberwell,$875.00,"2/13 Edwards Street,",BURWOOD VIC 3125,3 Beds,3 Baths,2 Parking,,melbourne-vic,-37.8505362,145.1007902
Hudson Keppell,Kay & Burton Stonnington,$1395 Per Week,"401/250 St Kilda Road,",SOUTHBANK VIC 3006,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8228,144.9643
Paul West,Hodges Real Estate Brighton,"$1,175.00","64 Landcox Street,",BRIGHTON EAST VIC 3187,4 Beds,3 Baths,2 Parking,,melbourne-vic,-37.9024793,145.0152549
Matthew Swinnerton,Ray White Oakleigh,$680,"1/7 Holland Court,",OAKLEIGH VIC 3166,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8996989,145.0968112
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$950.00 per week,"175 Richardson Street,",MIDDLE PARK VIC 3206,3 Beds,1 Bath,− Parking,,melbourne-vic,-37.8484295,144.9603342
Alicia Cannizzaro,Jellis Craig Northcote,$700.00,"2/239A Victoria Road,",NORTHCOTE VIC 3070,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.7676573,145.0117627
Leasing Team,Besser & Co. Estate Agents,$450 per week,"2/789 Malvern Road,",TOORAK VIC 3142,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8493411,145.0127343
GRE Rentals,Grantham Real Estate,$550,"772 Edgars Road,",EPPING VIC 3076,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.6313291,145.0061982
Ismaeel Hussain,Samma Real Estate,$550 per week,"3012/220 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8131357,144.95151
Amanda Isaacs,Maison Aust.,"$1,900 per week","3/19-21 Ormond Esplanade,",ELWOOD VIC 3184,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8809,144.9855
LLC Rental PM 1,LLC Real Estate,$550 per week,"5 Elwood Street,",NOTTING HILL VIC 3168,2 Beds,1 Bath,2 Parking,918m²,melbourne-vic,-37.9023345,145.144166
Ismaeel Hussain,Samma Real Estate,$525 per week,"102/463 Brunswick Street,",FITZROY NORTH VIC 3068,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7865,144.9897
Jay Girn,Dingle Partners,$670 pw,"156/468 La Trobe Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.814,144.9633
Abir Ayadi,Dingle Partners,$650 pw,"205/312 Swan Street,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8271,145.0064
Hannah Zadeh,McGrath St Kilda,$630 pw,"G06/12-14 Dickens Street,",ELWOOD VIC 3184,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8809,144.9855
Debbie Davut,Kay & Burton Stonnington,$700 Per Week,"411/499 St Kilda Road,",MELBOURNE VIC 3004,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.814,144.9633
Angus Brayshaw,Richardson & Wrench Projects Victoria,$520 per week,"206/51 Birmingham Street,",SPOTSWOOD VIC 3015,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8306791,144.8789289
Zarah Baker,Buxton Real Estate Brighton,"$1,200.00","37b Victor Road,",BENTLEIGH EAST VIC 3165,4 Beds,3 Baths,2 Parking,,melbourne-vic,-37.9185467,145.0229715
Kristian Williams,Fletchers Canterbury,$900 weekly,"14A Prospect Street,",GLENROY VIC 3046,5 Beds,2 Baths,2 Parking,,melbourne-vic,-37.7092477,144.9139497
Ross Crouch,Marshall White Boroondara,$695.00,"2/15 Renown Street,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8510927,145.1227565
Kavinda Kudage Don,Linage,$480 per week ($2086 pcm),"13 Palladian Dr,",CHARLEMONT VIC 3217,3 Beds,2 Baths,1 Parking,,melbourne-vic,-38.2210376,144.3681904
Kirk Stafford,Wilson Glen Eira PTY LTD,$550 per week,"42/321 Chapel Street,",PRAHRAN VIC 3181,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.848222,144.9939194
Ashleigh Coutts,Marshall White Bayside,$870.00,"7/44-46 Durrant Street,",BRIGHTON VIC 3186,2 Beds,2 Baths,2 Parking,,melbourne-vic,-37.9057,145.0067
Paola Faba,Dingle Partners,$470 pw,"207/201-207 Albert Street,",BRUNSWICK VIC 3056,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7667,144.9667
Ashleigh Coutts,Marshall White Bayside,"$1,850.00","26 Berwick Street,",BRIGHTON VIC 3186,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.9045408,144.9955538
Jay Jacob-Green,Buxton St Kilda,$595.00,"5/109 Ross Street,",PORT MELBOURNE VIC 3207,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8373463,144.9344744
Leasing Team,Besser & Co. Estate Agents,$550 per week,"4/2 Southey Street,",ELWOOD VIC 3184,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8752752,144.9852945
Ismaeel Hussain,Samma Real Estate,$550 per week,"816S/220 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.814,144.9633
Ismaeel Hussain,Samma Real Estate,$450 per week,"1507s/220 Spencer Street,",MELBOURNE VIC 3000,− 0 Beds,1 Bath,− Parking,,melbourne-vic,-37.8131357,144.95151
Angus Brayshaw,Richardson & Wrench Projects Victoria,$850 per week,"27 Birmingham Street,",SPOTSWOOD VIC 3015,3 Beds,3 Baths,2 Parking,,melbourne-vic,-37.8306791,144.8789289
Leasing Team,Besser & Co. Estate Agents,$590 per week,"107/336 South Road,",HAMPTON EAST VIC 3188,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.9374,145.0151
Zarah Baker,Buxton Real Estate Brighton,"$1,050.00","4 Trafalgar Street,",BRIGHTON VIC 3186,3 Beds,2 Baths,4 Parking,,melbourne-vic,-37.9149966,145.0009661
Darren Krause,Harcourts Melbourne City,$850 per week,"1605/333 Exhibition Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,melbourne-vic,-37.8072513,144.9689086
Joe McCurry,Samma Real Estate,$60 per week,"CP155/200 Spencer Street,",MELBOURNE VIC 3000,− 0 Beds,1 Bath,1 Parking,,melbourne-vic,-37.814,144.9633
Evelyne Surja,Kay & Burton Stonnington,$795 Per Week,"101/5 Evergreen Mews,",ARMADALE VIC 3143,2 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8517693,145.0126012
Daniel Hamilton,McGrath,$450 pw,"1306/52 Park Street,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8335,144.9571
Mary Corso,Victoria Real Estate Agency Pty Ltd,$495 PER WEEK,"27 Glisten Way,",CRAIGIEBURN VIC 3064,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.5979173,144.8930176
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$750.00 per week,"101/14 Princes Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,2 Parking,,melbourne-vic,-37.8357276,144.9415882
Mary Corso,Victoria Real Estate Agency Pty Ltd,$415 PER WEEK,"2/21 Louisville Drive,",THORNHILL PARK VIC 3335,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.7172839,144.6240925
Darren McMullin,Kay & Burton Stonnington,$3600 Per Week,"72 Clowes Street,",SOUTH YARRA VIC 3141,5 Beds,3 Baths,4 Parking,,melbourne-vic,-37.8303344,144.9856032
Mary Corso,Victoria Real Estate Agency Pty Ltd,$490 PER WEEK,"107A/72 Ascot Vale Road,",FLEMINGTON VIC 3031,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7899,144.9226
Mary Corso,Victoria Real Estate Agency Pty Ltd,$430 PER WEEK,"16 Marriott Boulevard,",WEIR VIEWS VIC 3338,4 Beds,2 Baths,2 Parking,,melbourne-vic,-37.7229847,144.5600779
Penny Costa,Ray White Oakleigh,$620,"408/35-41 Dalgety Street,",OAKLEIGH VIC 3166,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8995,145.0811
Vanessa Hall,Kay & Burton Portsea,$1250 per week,"28 Lincoln Avenue,",SORRENTO VIC 3943,3 Beds,2 Baths,2 Parking,"1,057m²",melbourne-vic,-38.3379453,144.7286619
Jayde Cashion,Jellis Craig Fitzroy,$600.00,"201/88 Trenerry Crescent,",ABBOTSFORD VIC 3067,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.8000381,145.0000366
Kim Te,Motion Property,$480 per week,"116B/150 Keilor Road,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7133,144.8969
Feroza Ahmed,Woodards Bentleigh,$750 per week,"70 Oakleigh Road,",CARNEGIE VIC 3163,3 Beds,1 Bath,2 Parking,,melbourne-vic,-37.9001692,145.0612994
Alicia Cannizzaro,Jellis Craig Northcote,$695.00,"927 Park Street,",BRUNSWICK WEST VIC 3055,3 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7757629,144.9430058
Kerttu  Luik,Buxton St Kilda,$495.00,"4/59 Hotham Street,",ST KILDA EAST VIC 3183,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8603933,145.0011256
Jay Girn,Dingle Partners,$550 pw,"302/39 Queen Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8178914,144.9619646
Mikaele Horsnell,Harcourts Melbourne City,$650 per week,"107/616 Little Collins Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8180367,144.9537081
Kim Te,Motion Property,$500 per week,"119 Anniversary Avenue,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,1 Parking,,melbourne-vic,-37.850263,144.5917614
Leasing Concierge,Gary Peer,$450 weekly,"18/164 Wattletree Road,",MALVERN VIC 3144,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8631923,145.0346727
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,$550 per week,"4K/45 King George Street,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,melbourne-vic,-31.9791219,115.8891997
Chris Bai,Motion Property,$650 per week,"110/7-11 Maude Street,",CHELTENHAM VIC 3192,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.9694,145.0481
Ismaeel Hussain,Samma Real Estate,$520 per week,"410/23 Batman Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8111334,144.9503315
Tania Crawley,Gary Peer,$780 weekly,"99B Oakleigh Rd,",CARNEGIE VIC 3163,3 Beds,2 Baths,2 Parking,,melbourne-vic,-37.9001692,145.0612994
Carolina  Hernandez,Gotham Property,$475,"225/2 Gillies Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.7401091,144.9045528
Veronica Coco,Buxton Bentleigh Rentals,$550.00,"7/13 Hughenden Road,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8616923,145.0067641
Leasing Team,Buyer's Advocate,$680,"127 Tarana Av,",GLENROY VIC 3046,4 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7114726,144.9060682
Carnegie Leasing,Woodards Carnegie,$430 per week,"4/22 Royal Avenue,",GLEN HUNTLY VIC 3163,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8905763,145.042364
Ismaeel Hussain,Samma Real Estate,$540 per week,"2806/551 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8004,144.9684
Ismaeel Hussain,Samma Real Estate,$515 per week,"903/551 Swanston Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8004,144.9684
Jayde Cashion,Jellis Craig Fitzroy,$750.00,"12 Purcell Street,",NORTH MELBOURNE VIC 3051,3 Beds,2 Baths,− Parking,,melbourne-vic,-37.8021372,144.9490765
Hudson Keppell,Kay & Burton Stonnington,$600 Per Week,"10/7 Barnsbury Road,",SOUTH YARRA VIC 3141,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.8449655,145.0014115
Angela Skarlatos,Gary Peer,$395 weekly,"4/4 Walnut St,",CARNEGIE VIC 3163,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8868595,145.0618068
Danielle Boyd,Life Property Management,$590,"405/8 Bowen Crescent,",MELBOURNE VIC 3004,1 Bed,1 Bath,− Parking,,melbourne-vic,-37.8353937,144.9730272
Carson Mair,Dingle Partners,$470 pw,"202/432 Geelong Road,",FOOTSCRAY VIC 3011,2 Beds,1 Bath,1 Parking,,melbourne-vic,-37.7995,144.8963
Hudson Keppell,Kay & Burton Bayside,$825 Per Week,"6 Ivy Street,",HAMPTON VIC 3188,3 Beds,1 Bath,2 Parking,,melbourne-vic,-37.9319601,145.018475
Matthew Swinnerton,Ray White Oakleigh,$545,"1/23 Raymond Road,",SEAFORD VIC 3198,2 Beds,1 Bath,1 Parking,,melbourne-vic,-38.1110963,145.1344623
Jay Jacob-Green,Buxton St Kilda,$750.00,"6 Rosamond Street,",BALACLAVA VIC 3183,2 Beds,1 Bath,− Parking,,melbourne-vic,-37.8699653,144.9918497
Matthew Swinnerton,Ray White Oakleigh,"$1,295","6 Shanahan Crescent,",MCKINNON VIC 3204,5 Beds,2 Baths,5 Parking,,melbourne-vic,-37.9118752,145.0510052
Larissa Cable,Life Property Management,$520,"304M/60 Stanley Street,",COLLINGWOOD VIC 3066,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8,144.9833
Daniel Hamilton,McGrath,$425 pw,"3/7 Adam Street,",BURNLEY VIC 3121,1 Bed,1 Bath,1 Parking,,melbourne-vic,-37.8289897,145.0078532
Vanessa Hall,Kay & Burton Portsea,$845.00,"716 Melbourne Road,",SORRENTO VIC 3943,3 Beds,3 Baths,− Parking,,melbourne-vic,-38.3538013,144.7508717
Preet Sandhu,BigginScott Richmond,$660 weekly,"504/71 Abinger St,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,,melbourne-vic,-37.820376,145.0020671
