agent_name,agent_company,price,address1,address2,bed,bath,parking,floor_space,longitude,latitude
Courtney Matheson,Stone Real Estate Newcastle,"$600,000 - $660,000","40 Croudace Street,",EDGEWORTH NSW 2285,4 Beds,1 Bath,1 Parking,328m²,151.6282359,-32.9268932
Jenna & Andrew Miles,Jenrew Real Estate,"$895,000","130 Preservation Drive,",PRESERVATION BAY TAS 7316,4 Beds,2 Baths,2 Parking,790m²,146.045645681625,-41.102127749999994
Damon Sellis,Street Property,Price Guide on Request,"101/18 Throsby Street,",WICKHAM NSW 2293,2 Beds,2 Baths,1 Parking,126m²,151.7600911,-32.9213947
Kelly Qualtrough,Ray White Everton Park,For Sale,"133 Hilder Road,",THE GAP QLD 4061,4 Beds,2 Baths,2 Parking,571m²,152.9345705,-27.4324002
Ticia Juniper,William Porteous Properties International,Mid to High $1 Millions,"8 Carter Lane,",SUBIACO WA 6008,3 Beds,2 Baths,2 Parking,223m²,115.81960557431678,-31.94461715
Katrina Arkley,Arkley & Co,"Offers over $599,000","4 Chevalier Street,",CAMPANIA TAS 7026,3 Beds,2 Baths,6 Parking,766m²,147.4254504,-42.6686556
Joshua Elder,Belle Property Beecroft | Carlingford,"Guide $1,700,000","88 New North Rocks Road,",NORTH ROCKS NSW 2151,4 Beds,2 Baths,3 Parking,695m²,151.0256959,-33.7751932
Mitch Smit,YPA Estate Agents Wyndham City,"$580,000 - $620,000","74 Ballan Road,",WERRIBEE VIC 3030,4 Beds,2 Baths,2 Parking,536m²,144.6445973,-37.8996735
Tanya Edwards,Emu Park Real Estate,Expressions of Interest!,"11 Larnach Street,",ZILZIE QLD 4710,4 Beds,2 Baths,2 Parking,"1,012m²",150.8237819,-23.2712371
Michelle Cheney,Michael Robinson & Co Real Estate,"$960,000","11 Federation Boulevard,",FORBES NSW 2871,4 Beds,2 Baths,2 Parking,"1,008m²",,
John Vytrhlik,Century 21 City Quarter,"$690,000","101/8 Central Park Avenue,",CHIPPENDALE NSW 2008,1 Bed,1 Bath,− Parking,55m²,151.2009388,-33.8848994
Andrew Crauford,Elders Emms Mooney - Central Tablelands,For Sale,"5 McGirr Street,",LLANARTH NSW 2795,5 Beds,2 Baths,2 Parking,879m²,149.5481068,-33.3936756
Anthony Merlo,Colliers Newcastle,"Price Guide $4,200,000","601/29 Honeysuckle Drive,",NEWCASTLE NSW 2300,4 Beds,2 Baths,3 Parking,245m²,151.7645811,-32.9255812
Selina Rankin,Salt Property Newcastle,"Auction Guide $980,000","9 Wilton Street,",MEREWETHER NSW 2291,2 Beds,1 Bath,1 Parking,297m²,151.7432949,-32.9402318
Paul Vella,Vella Iverson Real Estate,UNDER OFFER,"206 Settlers Rd,",LOWER MACDONALD NSW 2775,2 Beds,1 Bath,3 Parking,804m²,150.9823427,-33.3521231
Lisa Borstel,Raine & Horne Belmont,"Guide $850,000","3 Bunk House Lane,",GWANDALAN NSW 2259,4 Beds,2 Baths,2 Parking,533m²,151.58106590263003,-33.134504
Karyn Voevodin,Explore Property Townsville,"Offers over $775,000","12 Springbrook Parade,",IDALIA QLD 4811,4 Beds,2 Baths,2 Parking,770m²,146.814994,-19.3091107
Daisy Ekert,Ray White MRT,Contact Agent,"25 Rosewood Drive,",MEDOWIE NSW 2318,4 Beds,2 Baths,2 Parking,573m²,151.8818757,-32.7428278
Craig Vilcins,P Di Natale Real Estate,"$550,000 - $570,000","4 Kristini Place,",TRUGANINA VIC 3029,3 Beds,2 Baths,2 Parking,300m²,144.7158287,-37.8385618
Jakson Shearer,Eastell and Co.,Contact Agent,"45 Boronia Crescent,",MARCOOLA QLD 4564,4 Beds,2 Baths,1 Parking,546m²,153.0945042,-26.5851788
Nick West,The Agency Central Coast,Contact Agent,"2/37 Wairakei Road,",WAMBERAL NSW 2260,2 Beds,1 Bath,1 Parking,294m²,151.4425084,-33.4212769
Peter Chauncy,McGrath Crows Nest,Price on Request,"40 Mitchell Street,",NAREMBURN NSW 2065,2 Beds,1 Bath,− Parking,216m²,151.1972261,-33.8191572
Mathew Iuliano,Mavis Property Co,"Buyer’s Guide $725,000","12 Charlton Street,",LAMBTON NSW 2299,3 Beds,1 Bath,1 Parking,563m²,151.701571,-32.9099757
Mandy Li,Link Property Agency,"For Sale|Guide: $1,100,000","45/1-35 Pine Street,",CHIPPENDALE NSW 2008,2 Beds,2 Baths,1 Parking,119m²,,
Jenny Michael And Mark McReynolds,home.byholly,"$1,300,000+","207 Atherton Street,",DOWNER ACT 2602,5 Beds,2 Baths,1 Parking,663m²,149.1394116,-35.2404451
Jesse Wilton,Wilton Lemke Stewart,Auction,"45 Valencia Street,",MAYFIELD NSW 2304,3 Beds,1 Bath,1 Parking,325m²,151.7377917,-32.9027142
Peter Aloupis,Green St Property Sales,"Buyers Guide $840,000","6 Catherine Street,",WARATAH WEST NSW 2298,3 Beds,1 Bath,1 Parking,448m²,151.715837,-32.8952749
Lisa Macklin,Lisa Macklin Property,"Guide $1,400,000","6 Bennett Avenue,",NEW LAMBTON NSW 2305,5 Beds,2 Baths,2 Parking,490m²,151.7182628,-32.930333
Adrian Wilson,Ayre Real Estate,"$890,000 - $930,000","501/3 Sterling Circuit,",CAMPERDOWN NSW 2050,1 Bed,1 Bath,1 Parking,89m²,151.1776378,-33.8833231
Tanya Barrett,Richardson & Wrench Mosman/Neutral Bay,"Guide $1,300,000 - $1,400,000","111 Sunrise Avenue,",HALEKULANI NSW 2262,4 Beds,2 Baths,4 Parking,594m²,151.5523562,-33.2268167
Joshua Jarred,Ray White Pakenham,"$870,000 - $930,000","34 Charman Avenue,",EMERALD VIC 3782,3 Beds,2 Baths,2 Parking,"2,486m²",145.4454377,-37.9183621
Josh Froud,Whiteman Property,Contact Agent,"7 Burrawong Street,",BATEAU BAY NSW 2261,5 Beds,2 Baths,2 Parking,808m²,151.4802225,-33.3861091
Brent Booker,Ray White Albury Central,For Sale,"37 Sittella Way,",THURGOONA NSW 2640,4 Beds,2 Baths,2 Parking,886m²,147.0171351,-36.0535796
Brent Booker,Ray White Albury Central,For Sale,"824 Tenbrink Street,",GLENROY NSW 2640,3 Beds,1 Bath,2 Parking,"1,037m²",146.9107687,-36.0597419
Lucas Ferrari,Professionals Orange,"Guiding $650,000","38 Seymour Street,",ORANGE NSW 2800,4 Beds,2 Baths,1 Parking,675m²,149.1182195,-33.283972
Luke  Murdoch,Murdoch Property Co.,Price Guide on Request,"35/1 King Street,",NEWCASTLE NSW 2300,2 Beds,1 Bath,1 Parking,116m²,151.7676863,-32.9284618
Zakir Abdallaoui,Sydney Sotheby's International Realty,Price on request,"108 & 110 Buckingham Street,",SURRY HILLS NSW 2010,5 Beds,3 Baths,2 Parking,240m²,151.2072613,-33.8883408
Simon Nolan,McGrath Maroubra,Contact Agent,"55a Portman Street,",ZETLAND NSW 2017,5 Beds,5 Baths,1 Parking,154m²,151.2064183,-33.9073766
Dan Mclaren,Whiteman Property,Contact Agent,"59 Lakeside Parade,",THE ENTRANCE NSW 2261,4 Beds,3 Baths,2 Parking,328m²,151.4927007,-33.342311
Peter Rezek,PRD Hobart,"Offers Over $435,000","51 Bowden Street,",GLENORCHY TAS 7010,3 Beds,1 Bath,4 Parking,597m²,147.2721037,-42.8350762
Atlas Corrin,Ray White Gladstone,Auction,"33 Hetherington Street,",WEST GLADSTONE QLD 4680,3 Beds,1 Bath,1 Parking,809m²,151.2460741,-23.8553567
Marc Gable,Raine & Horne,"Auction Guide $1,100,000 - $1,200,000","7 Berring Avenue,",ROSELANDS NSW 2196,3 Beds,2 Baths,2 Parking,468m²,151.075108,-33.9358808
Marz Harkotsikas,Ray White Mawson Lakes,Auction (USP),"12/19-21 Metro Parade,",MAWSON LAKES SA 5095,3 Beds,2 Baths,1 Parking,55m²,,
Laura Strong,Belle Property Hunter Region,Under Contract,"37/233 Hannell Street,",MARYVILLE NSW 2293,3 Beds,2 Baths,1 Parking,201m²,151.7597393,-32.9087919
Aaron Purches,McGrath Oatley,"Auction guide $1,100,000","11 Universal Street,",MORTDALE NSW 2223,2 Beds,1 Bath,− Parking,221m²,151.0756927,-33.9690314
Ollie Gearing,Elders Advantage Group,Auction | Unless Sold Prior,"14 Boronia Road,",LAKE MUNMORAH NSW 2259,4 Beds,2 Baths,4 Parking,519m²,151.5685142,-33.1918343
Andrew Crotty,BigginScott Richmond,$1.45m-$1.55m,"13 Bennett Street,",RICHMOND VIC 3121,3 Beds,2 Baths,1 Parking,169m²,145.0061672,-37.8142198
Jessica-Lee Molan,MOVABLE,"Guide $800,000","138A Dunbar Street,",STOCKTON NSW 2295,2 Beds,1 Bath,1 Parking,258m²,151.7856553,-32.9084297
Laura Strong,Belle Property Hunter Region,"$700,000 - $750,000","9 Thomas Street,",WALLSEND NSW 2287,3 Beds,2 Baths,2 Parking,531m²,151.6663307,-32.9073981
Amanda Carter,Carter Cooper Realty,"Offers Over $899,000","3 Florida Court,",TORQUAY QLD 4655,4 Beds,2 Baths,2 Parking,698m²,152.8804261,-25.2883537
Nima Aliasgary,Ray White - Narrabeen and The Forest,"GUIDE - $2,600,000","113 Pringle Avenue,",BELROSE NSW 2085,7 Beds,3 Baths,1 Parking,746m²,151.2174832,-33.7287092
Justine Smith,Harcourts Northern Rivers,"For Sale - Guide $800,000","26 Clavan Street,",BALLINA NSW 2478,3 Beds,1 Bath,2 Parking,665m²,153.55488524324073,-28.85953685
Paulina Falvo,Kelly & Shiel Pty Ltd,"$2,500,000 - $2,750,000","98 Gatehouse Street,",PARKVILLE VIC 3052,3 Beds,2 Baths,1 Parking,272m²,144.9540151692492,-37.79461525
Fleur Schrader,Acton | Belle Property Coogee,Expressions of Interest,"9 Otway Place,",BEDFORDALE WA 6112,3 Beds,2 Baths,2 Parking,"37,600m²",116.0651187,-32.189905
Luke Moloney,Moloney Real Estate,"$465,000","58 Katrina Circuit,",COROWA NSW 2646,3 Beds,1 Bath,1 Parking,700m²,146.3756275,-35.9986855
Pat Jameson,Blackshaw Coastal,"$720,000 to $750,000","43 Woodlands Way,",MERINGO NSW 2537,1 Bed,1 Bath,− Parking,"5,347m²",,
Thu Le,Leyton Real Estate,"AUCTION | $960,000-$1,050,000","16 Whitworth Avenue,",SPRINGVALE VIC 3171,4 Beds,2 Baths,3 Parking,795m²,145.1541944,-37.9407861
Jack Stean,Stean Nicholls Real Estate,Auction Saturday 5th October at 1:30pm,"598 Wyse Street,",ALBURY NSW 2640,3 Beds,2 Baths,2 Parking,614m²,146.9162336,-36.0759541
Lush Pillay,LJ Hooker Padstow,"Buyers Guide: $1,190,000","124A Bransgrove Road,",REVESBY NSW 2212,4 Beds,3 Baths,2 Parking,275m²,151.0091541,-33.9473757
Natalie Hoye,Red Fox Property Group,Under Offer,"104 Sexton Road,",INGLEWOOD WA 6052,2 Beds,1 Bath,2 Parking,562m²,115.8829497,-31.9122858
Michael Clarke,Clarke & Humel Property,Auction,"30a Addison Road,",MANLY NSW 2095,5 Beds,3 Baths,2 Parking,683m²,151.2843764,-33.8064241
James Trivor,LJ Hooker Padstow,"Buyers Guide: $1,100,000","8 Denny Road,",PICNIC POINT NSW 2213,2 Beds,1 Bath,1 Parking,531m²,150.9987216,-33.9681844
Dean Sperotto,PRDnationwide Harvey Oatley,AUCTION,"17 Taffs Avenue,",LUGARNO NSW 2210,4 Beds,2 Baths,1 Parking,594m²,151.049474,-33.975635
Greg Ward,Ward Estate Agents,By Negotiation,"29 Campbell Street,",QUEANBEYAN NSW 2620,3 Beds,1 Bath,2 Parking,569m²,149.228618,-35.3559778
Lush Pillay,LJ Hooker Padstow,"Buyers Guide: $1,450,000","1 Lock Avenue,",PADSTOW NSW 2211,4 Beds,2 Baths,6 Parking,600m²,151.0372277,-33.9543612
Lachlan Stewart,Stewart Gould Real Estate,Contact Agent,"430 Perry Street,",ALBURY NSW 2640,2 Beds,2 Baths,2 Parking,531m²,146.9260878,-36.0717962
Michael Derham,WHITEFOX Real Estate – Bayside,THE DEAL: Expressions of Interest,"50 Riddell Parade,",ELSTERNWICK VIC 3185,4 Beds,2 Baths,2 Parking,809m²,145.0037572,-37.8883423
Marcus Falconer,Jellis Craig Geelong,"$775,000 - $825,000","62 Shannon Avenue,",GEELONG WEST VIC 3218,3 Beds,1 Bath,2 Parking,731m²,144.3356573,-38.1444274
Cameron Airlie,NGFarah Pty Limited,Auction,"89 Bilga Crescent,",MALABAR NSW 2036,5 Beds,3 Baths,2 Parking,512m²,151.2500248,-33.9725228
Vicki Sayers,RT Edgar Mount Eliza | Mount Martha,"$570,000 - $610,000","2/3-5 Leicester Avenue,",MOUNT ELIZA VIC 3930,2 Beds,1 Bath,1 Parking,115m²,145.0909089,-38.1881784
Deb Merchan,WHITEFOX Real Estate – Peninsula,THE DEAL: Expressions of Interest,"361 Arthurs Seat Road,",RED HILL VIC 3937,4 Beds,2 Baths,4 Parking,"1,548m²",145.0156292,-38.3714178
Jack Booth,Booth Real Estate,$3.25M,"36 Grandview Grove,",TOORAK GARDENS SA 5065,5 Beds,2 Baths,3 Parking,"1,315m²",138.6372288,-34.9347076
Mark Steel,PRDnationwide Wagga Wagga,AUCTION,"73 Simmons Street,",WAGGA WAGGA NSW 2650,2 Beds,1 Bath,1 Parking,429m²,147.3665305,-35.1094034
Reece Pilgrim,Ray White Burnside,Best Offers By Tuesday 24th September 12:00PM,"349A Anzac Highway,",PLYMPTON SA 5038,2 Beds,1 Bath,2 Parking,395m²,138.559293,-34.9611807
Jonzun Lee,JONZUN LEE,For Sale,"9 Wellington Road,",RED HILL QLD 4059,5 Beds,3 Baths,2 Parking,597m²,153.0074151,-27.4575108
Adrian Tonna,Merrick Property Group,"$799,000 - $869,000","50 Red Gum Avenue,",HAZELBROOK NSW 2779,3 Beds,1 Bath,1 Parking,696m²,150.45121618253455,-33.70784015
Reece Pilgrim,Ray White Burnside,Best Offers By Tuesday 24th September 12PM (USP),"349 Anzac Highway,",PLYMPTON SA 5038,3 Beds,1 Bath,1 Parking,425m²,138.559293,-34.9611807
Brian Silver,Alex Scott & Staff Phillip Island,"$620,000","573 Settlement Road,",COWES VIC 3922,3 Beds,1 Bath,2 Parking,610m²,145.2061888,-38.4560942
Liam McAlister,"Presence Newcastle, Lake Macquarie, Central Coast & Hunter",Friendly Auction,"116 Chatham Street,",BROADMEADOW NSW 2292,3 Beds,2 Baths,2 Parking,442m²,151.7362669,-32.9298931
Brad Rogan,Sotheby's International Realty Byron Bay,"EOI Guide on request, close Wed 25th Sept 5pm","18 Red Bean Close,",SUFFOLK PARK NSW 2481,4 Beds,4 Baths,6 Parking,1.14ha,153.6009948,-28.6799632
Lachlan Stewart,Stewart Gould Real Estate,Contact Agent,"609 Wyse Street,",ALBURY NSW 2640,3 Beds,2 Baths,2 Parking,544m²,146.9162336,-36.0759541
Max Hadgelias,Ray White Paddington,For Sale,"53A Primrose Terrace,",RED HILL QLD 4059,5 Beds,3 Baths,2 Parking,500m²,152.993672,-27.4529896
Tim Le,Ray White (Hunters Hill),Auction - Tim Le,"21 Roslyn Street,",LANE COVE NSW 2066,4 Beds,2 Baths,2 Parking,581m²,151.168951,-33.8079201
William Chen,Marshall White Balwyn,Under Offer,"75 Greythorn Road,",BALWYN NORTH VIC 3104,5 Beds,3 Baths,2 Parking,919m²,145.0971111,-37.8037054
Mario Sanfrancesco,Blackshaw Manuka,Auction,"76 Hicks Street,",RED HILL ACT 2603,4 Beds,1 Bath,1 Parking,938m²,149.1286203,-35.3331345
Lush Pillay,LJ Hooker Padstow,"Buyers Guide | $1,450,000","35 Craigie Avenue,",PADSTOW NSW 2211,3 Beds,2 Baths,3 Parking,645m²,151.031381,-33.9583117
Jade Lippiatt,Red Fox Property Group,Expression of Interest,"4/476 Fitzgerald Street,",NORTH PERTH WA 6006,3 Beds,2 Baths,2 Parking,276m²,115.8587841,-31.9346843
Jamie Douglas,Beaudesert Properties,"$Offers from $629,000","95 Meridian Way,",BEAUDESERT QLD 4285,4 Beds,2 Baths,2 Parking,705m²,153.0228852,-27.9932825
Nicholas Loftus,HARCOURTS LOCAL,Best Offers By 5pm Tuesday 24th September,"7/100 Bowen Terrace,",FORTITUDE VALLEY QLD 4006,3 Beds,2 Baths,2 Parking,356m²,153.0369989,-27.4619052
Josh Stirling,McGrath St Kilda,"$1,400,000 - $1,475,000","16 Rockbrook Road,",ST KILDA EAST VIC 3183,3 Beds,1 Bath,− Parking,275m²,144.9987373,-37.8736718
Natalie Hoye,Red Fox Property Group,Under Offer,"266 Guildford Road,",MAYLANDS WA 6051,3 Beds,2 Baths,2 Parking,373m²,115.8962007,-31.9296824
Natalie Hoye,Red Fox Property Group,Under Offer,"27A Leeds Street,",DIANELLA WA 6059,3 Beds,2 Baths,2 Parking,444m²,115.8794346,-31.8955922
Jade Lippiatt,Red Fox Property Group,Under Offer,"19 Alto Lane,",NORTH PERTH WA 6006,3 Beds,1 Bath,2 Parking,270m²,115.847173,-31.9346472
Natalie Carrier,LJ Hooker Hallidays Point Diamond Beach,"$1,219,000","18 Cottesloe Circuit,",RED HEAD NSW 2430,4 Beds,2 Baths,2 Parking,519m²,152.53871335494028,-32.05524455
Taylor Maurer,Remax Elite,"$639,000","33 Red Hill Road,",KOORINGAL NSW 2650,4 Beds,2 Baths,2 Parking,646m²,,
Fiona Foodey,Halcroft & Bennett,Auction,"Mayfield,",GULARGAMBONE NSW 2828,4 Beds,1 Bath,1 Parking,"1,570,180m²",,
Jack Shaw,Ray White South Perth,BEST OFFER BY - MON 16TH SEP,"23 Blue Wren Gardens,",COODANUP WA 6210,4 Beds,2 Baths,3 Parking,923m²,115.7478962,-32.5544027
Jennifer Pearce,Raine & Horne Kyneton,"$1,290,000 - $1,375,000","2 Tattersall Drive,",KYNETON VIC 3444,4 Beds,2 Baths,2 Parking,"4,001m²",144.4668932,-37.2463826
Corinne Sukroo,Bell Real Estate Olinda,"$970,000 - $1,067,000","20 Oakland Avenue,",UPWEY VIC 3158,4 Beds,2 Baths,2 Parking,"1,028m²",145.3395581,-37.8966126
Corinne Sukroo,Bell Real Estate Olinda,"$680,000 - $748,000","16 Florence Avenue,",UPWEY VIC 3158,3 Beds,1 Bath,3 Parking,"1,080m²",145.3408605,-37.8949767
Nina Schubert,Insitu Property Hobart,"Offers over $1,250,000","277a Nelson Road,",MOUNT NELSON TAS 7007,5 Beds,2 Baths,4 Parking,"1,799m²",147.3236521,-42.9139887
Nina Schubert,Insitu Property Hobart,"Offers over $785,000","24 Lachlan Drive,",MOUNT NELSON TAS 7007,3 Beds,1 Bath,4 Parking,603m²,147.3214327,-42.9146708
Tony King,Coronis - Inner South,"Offers Over $1,850,000","10 Olinda Street,",CARINA QLD 4152,5 Beds,2 Baths,2 Parking,948m²,153.0897625,-27.4890746
Will  Crowder,Buxton Mornington Peninsula - Mount Eliza,"Private Sale | $680,000 - $720,000","41 Luscombe Avenue,",CARRUM DOWNS VIC 3201,4 Beds,1 Bath,2 Parking,657m²,145.1814876,-38.0953018
Jo Hirst,Bell Real Estate Olinda,"$860,000 - $946,000","20 Hethersett Road,",SASSAFRAS VIC 3787,3 Beds,1 Bath,4 Parking,"1,494m²",145.3469146,-37.8692276
Dean Finch,Stone Real Estate,"Guide $1,700,000","34 Hume Place,",MOUNT COLAH NSW 2079,5 Beds,3 Baths,2 Parking,816m²,151.1180431,-33.6568982
James Henley,Coolum Beach Real Estate,Price on Request,"52 Boardrider Crescent,",MOUNT COOLUM QLD 4573,4 Beds,2 Baths,2 Parking,512m²,153.0954909,-26.5679194
Rebecca Halit,Property Partners in Real Estate,"$2,300,000","55 Phillip Road,",WOORI YALLOCK VIC 3139,7 Beds,4 Baths,10 Parking,7.75ha,145.5415854,-37.7862326
Ryan Henderson,Realmark Urban,Set Date Sale,"4 Barrow Court,",MOUNT CLAREMONT WA 6010,4 Beds,2 Baths,2 Parking,324m²,,
John O'Reilly,Laurence Morgan - Woonona,"$930,000","20 Balook Street,",MOUNT KEIRA NSW 2500,3 Beds,1 Bath,1 Parking,563m²,150.8551382,-34.4159768
David Berns,David Berns Real Estate,Price By Negotiation,"230 Yandina Bli Bli Rd,",MAROOCHY RIVER QLD 4561,4 Beds,2 Baths,2 Parking,6.52ha,152.9971285,-26.5829216
Adrian Calcedo,Marshall White Mornington Peninsula,"$1,495,000 - $1,550,000","33 Ocean Grove,",MOUNT ELIZA VIC 3930,3 Beds,2 Baths,2 Parking,620m²,145.097204,-38.1709261
Ruth Malcolm,Wolf Property Hobart,"Offers over $790,000","6 Stephenson Place,",FERN TREE TAS 7054,4 Beds,1 Bath,1 Parking,852m²,147.2603049,-42.9222549
Alan Garbuio,Barry Plant Boronia,"$1,150,000 - $1,250,000","8 Handasyde Avenue,",KILSYTH SOUTH VIC 3137,4 Beds,2 Baths,2 Parking,865m²,145.3090583,-37.8354974
Ryan  Keatley,Ray White Mount Barker,"$795,000 - $845,000","4 Smeaton Crescent,",LITTLEHAMPTON SA 5250,4 Beds,2 Baths,2 Parking,"1,056m²",138.8682421,-35.0429012
Nicole Walker,Ray White Mount Barker,Best Offers By Tues 17th September (USP),"5A Junction Road,",LITTLEHAMPTON SA 5250,4 Beds,2 Baths,2 Parking,553m²,138.8643088,-35.0464203
Nicole Walker,Ray White Mount Barker,Best Offers by Tues 17th of September (USP),"554 Maurice Road,",MURRAY BRIDGE SA 5253,5 Beds,2 Baths,5 Parking,"5,008m²",139.2369646,-35.11772
Nicole Walker,Ray White Mount Barker,Best Offers by Tues 17th of September (USP),"126 Hindmarsh Road,",MURRAY BRIDGE SA 5253,5 Beds,2 Baths,4 Parking,"1,205m²",139.2862264,-35.150456
Quentin McEwing,McEwing Partners,"$4,800,000 - $5,200,000","19 Jacksons Road,",MOUNT ELIZA VIC 3930,4 Beds,2 Baths,2 Parking,"4,109m²",145.0913498,-38.1690641
Corinne Sukroo,Bell Real Estate Olinda,"UNDER CONTRACT $1,090,000 - $1,199,000","8 Aurora Rise,",SASSAFRAS VIC 3787,4 Beds,3 Baths,4 Parking,"4,502m²",145.3557706,-37.860139
Faraz Peyman,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,Auction,"8 Wild Cotton Close,",KURABY QLD 4112,5 Beds,2 Baths,2 Parking,800m²,153.0969621,-27.5991381
Callen Lowther,Armstrong Real Estate,"$740,000-$810,000","36 Pemberton St,",MOUNT DUNEED VIC 3217,4 Beds,2 Baths,2 Parking,515m²,144.3258554,-38.2308208
Faraz Peyman,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,Auction,"22 Saint Patrick Avenue,",KURABY QLD 4112,3 Beds,1 Bath,3 Parking,405m²,,
Emily Xiong,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,"$1,350,000","52 Jacinda Street,",SUNNYBANK QLD 4109,3 Beds,1 Bath,2 Parking,685m²,153.074808,-27.5768139
Will Anderson,Shelter Real Estate,AUCTION THIS SATURDAY,"268 Highbury Road,",MOUNT WAVERLEY VIC 3149,4 Beds,2 Baths,5 Parking,690m²,145.1302741,-37.8574828
Gary Liu,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,Under Contract,"9 Foote Street,",ACACIA RIDGE QLD 4110,3 Beds,2 Baths,2 Parking,685m²,153.0240259,-27.5803049
Gary Liu,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,"$928,000","70 Botanical Circuit,",PALLARA QLD 4110,5 Beds,2 Baths,2 Parking,400m²,153.0128938,-27.6188728
Noel Zammit,DiJones - Neutral Bay,"For Sale $1,700,000 - $1,870,000","18 Glenview Road,",MOUNT KURING-GAI NSW 2080,3 Beds,1 Bath,5 Parking,"1,025m²",151.13555,-33.6554281
Parisa Noubakht,Illustrated Properties,Contact Agent,"20 Akame Circuit,",O'MALLEY ACT 2606,6 Beds,5 Baths,4 Parking,600m²,149.1144848,-35.3515751
Ash Roberts,LOCAL Property Group,For Sale,"13 Oceancall Lane,",MOUNT COOLUM QLD 4573,4 Beds,2 Baths,4 Parking,445m²,,
Ozan Kanbur,Buxton Keysborough,"For Sale $580,000","1/3 Henderson Road,",KEYSBOROUGH VIC 3173,2 Beds,1 Bath,2 Parking,288m²,145.1561083,-37.9808525
Faraz Peyman,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,Gone at Auction by Faraz Peyman,"34 Sheffield Place,",KURABY QLD 4112,4 Beds,2 Baths,2 Parking,678m²,153.0890039,-27.6095673
Ozan Kanbur,Buxton Keysborough,"For Sale $1,695,000","10 Appleton Avenue,",KEYSBOROUGH VIC 3173,5 Beds,5 Baths,2 Parking,448m²,145.1747945,-38.0049143
Stephanie Tran,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,"Offers Above $977,000","52 Queen Street,",GOODNA QLD 4300,6 Beds,4 Baths,1 Parking,"2,104m²",152.8960113,-27.613199
Lynne Page,Ray White (Hobart),Around $1.79 million +,"42-44 Raymont Terrace,",MOUNT STUART TAS 7000,5 Beds,3 Baths,4 Parking,"1,755m²",147.3061439,-42.8727467
Rob Ferguson,Marshall White Mornington Peninsula,"$1,530,000","25 Mount Eliza Way,",MOUNT ELIZA VIC 3930,3 Beds,2 Baths,2 Parking,"1,077m²",145.0957818,-38.1792173
Corinne Sukroo,Bell Real Estate Olinda,"$1,280,000 - $1,400,000","3 Baldwin Avenue,",UPPER FERNTREE GULLY VIC 3156,4 Beds,2 Baths,6 Parking,"1,395m²",145.3204904,-37.8962281
Kelly Qualtrough,Ray White Everton Park,Contact Agent,"15 Melba Court,",MOUNT OMMANEY QLD 4074,5 Beds,3 Baths,2 Parking,"1,637m²",152.933805,-27.5418791
Brett Hayman,Hayman Partners,"$1,029,000","17 Lutana Street,",LYONS ACT 2606,3 Beds,1 Bath,2 Parking,694m²,149.0766162,-35.3467097
